human_ensembl_gene_id,human_accession,mouse_ensembl_gene_id,RNA-Seq,STD_rna,Proteomics,STD_prot,outlier,cluster
ENSG00000139343,P62306,ENSMUSG00000020018,55.97312474000518,15.654195010928117,109.28333333333335,18.711645215391048,1,4
ENSG00000141030,Q9UNS2,ENSMUSG00000019373,734.3826817765394,97.9601267324255,27.46666666666667,5.37649204097492,1,0
ENSG00000141738,Q14451,ENSMUSG00000019312,2591.0305393036265,224.06973644137415,39.900000000000006,7.257547795226704,1,2
ENSG00000146648,P00533,ENSMUSG00000020122,1873.6221152458522,913.6398975462445,26.683333333333334,7.586676918563665,1,2
ENSG00000135720,O43237,ENSMUSG00000035770,644.4346038616815,133.33231651418726,17.099999999999998,3.3021205308104675,1,4
ENSG00000137106,Q9UBQ7,ENSMUSG00000035637,2151.629970825035,243.35788849990124,213.81666666666663,39.67091713921758,1,2
ENSG00000137124,P30837,ENSMUSG00000035561,2357.9185175389657,1271.0725356736664,164.21666666666667,40.06591652098659,1,2
ENSG00000138663,Q9BT78,ENSMUSG00000035297,660.2250283118743,133.9115994176564,49.83333333333332,7.1586777177539345,1,4
ENSG00000138674,O94979,ENSMUSG00000035325,2250.5280254339614,325.5237972210542,85.63333333333333,12.02641537061924,1,2
ENSG00000138750,Q7Z3B4,ENSMUSG00000034826,325.8864319997185,38.967686411712485,35.51666666666667,8.109110103252183,1,4
ENSG00000139915,Q7Z553,ENSMUSG00000034912,0.0,0.0,201.23333333333335,37.228197198718426,1,4
ENSG00000144746,O75915,ENSMUSG00000035199,717.7270553272483,232.7459719897145,23.799999999999997,6.2373071112460075,1,0
ENSG00000146094,Q7L591,ENSMUSG00000035711,109.42220322441533,55.38720737333058,86.16666666666667,54.277460024089805,1,4
ENSG00000151365,Q92748,ENSMUSG00000035686,3796.6416952174186,1259.9197741817072,68.33333333333334,12.782122932700448,1,1
ENSG00000151500,Q9P016,ENSMUSG00000035443,329.3429003991848,86.7905009526503,142.26666666666665,21.183547074715005,1,4
ENSG00000162390,Q8WXI4,ENSMUSG00000034853,150.45228956963447,92.46230718291486,18.533333333333335,6.201505193633773,1,4
ENSG00000173581,Q9BWC9,ENSMUSG00000035228,5.292174684173993,2.664908831961227,206.16666666666666,34.474202915610206,1,4
ENSG00000167397,Q9BQB6,ENSMUSG00000096145,3133.8210810157966,508.3029235879013,16.666666666666668,3.5483329419132397,1,2
ENSG00000187634,Q96NU1,ENSMUSG00000096351,1.5349879557537933,1.5640866296483023,28.0,7.455736046829983,1,4
ENSG00000211598,P06312,ENSMUSG00000076576,1.5152316184801828,1.1962960810446748,80.35000000000001,20.46614277288224,1,4
ENSG00000211598,P06312,ENSMUSG00000076577,1.3855944814631134,0.8868892145954943,80.35000000000001,20.46614277288224,1,4
ENSG00000211598,P06312,ENSMUSG00000076580,1.5231666376667514,1.3856021123084286,80.35000000000001,20.46614277288224,1,4
ENSG00000211598,P06312,ENSMUSG00000076583,0.3410370891271328,0.537336131609385,80.35000000000001,20.46614277288224,1,4
ENSG00000211598,P06312,ENSMUSG00000076591,2.1369029580904937,4.068926552020941,80.35000000000001,20.46614277288224,1,4
ENSG00000211598,P06312,ENSMUSG00000094797,3.4080344189765923,2.6818651921411405,80.35000000000001,20.46614277288224,1,4
ENSG00000211598,P06312,ENSMUSG00000094930,1.0544051589608403,1.0461935013536405,80.35000000000001,20.46614277288224,1,4
ENSG00000211598,P06312,ENSMUSG00000095630,3.0591266213834216,2.9286740181263573,80.35000000000001,20.46614277288224,1,4
ENSG00000211598,P06312,ENSMUSG00000096594,1.4049987961819348,2.456855142693925,80.35000000000001,20.46614277288224,1,4
ENSG00000248483,Q8N7G0,ENSMUSG00000093668,5.617432909234419,6.694034984032954,85.05,9.440921565186315,1,4
ENSG00000278705,P62805,ENSMUSG00000096010,5.8936103742105415,2.7486624752835236,145.58333333333334,15.446477484095412,1,4
ENSG00000270882,P62805,ENSMUSG00000067455,3.7402955371104896,2.8787029966415054,145.58333333333334,15.446477484095412,1,4
ENSG00000277157,P62805,ENSMUSG00000069266,7.534610781533838,8.026340972654296,145.58333333333334,15.446477484095412,1,4
ENSG00000278637,P62805,ENSMUSG00000069306,5.343010354243152,5.314729605336809,145.58333333333334,15.446477484095412,1,4
ENSG00000276966,P62805,ENSMUSG00000060639,45.518422222329384,15.791494313933525,145.58333333333334,15.446477484095412,1,4
ENSG00000100612,Q9Y394,ENSMUSG00000021094,971.4834771624986,79.30558790514003,156.65,27.606720196357983,1,0
ENSG00000100612,Q9Y394,ENSMUSG00000109482,1793.4000367481185,464.5353129968775,156.65,27.606720196357983,1,2
ENSG00000100883,P61011,ENSMUSG00000073079,1265.5018905202785,932.8453007344011,181.26666666666665,25.26394004637176,1,0
ENSG00000100883,P61011,ENSMUSG00000079108,893.9751157697224,246.9487081240242,181.26666666666665,25.26394004637176,1,0
ENSG00000100883,P61011,ENSMUSG00000112449,104.99168343358834,68.058968365845,181.26666666666665,25.26394004637176,1,4
ENSG00000108187,P30039,ENSMUSG00000020072,3711.720239740255,990.0081231864443,58.4,8.729261137118076,1,1
ENSG00000108187,P30039,ENSMUSG00000112129,5845.698172847643,1356.818216246738,58.4,8.729261137118076,1,3
ENSG00000112992,Q13423,ENSMUSG00000025453,1054.2830936386804,314.06118184594266,50.550000000000004,11.106169456657863,1,0
ENSG00000112992,Q13423,ENSMUSG00000116207,118.59127114595566,226.57752835007182,50.550000000000004,11.106169456657863,1,4
ENSG00000115541,P61604,ENSMUSG00000073676,3285.6953923110345,1209.9982618844513,148.6833333333333,32.342443733686345,1,1
ENSG00000115541,P61604,ENSMUSG00000117621,19.27169270659954,19.945405866423776,148.6833333333333,32.342443733686345,1,4
ENSG00000126838,P20742,ENSMUSG00000108022,3.833140476534426,2.896002804846115,91.85000000000001,16.728269486112424,1,4
ENSG00000160948,Q9UK41,ENSMUSG00000115987,893.9549368436179,110.31715429925625,48.68333333333334,12.624645209536252,1,0
ENSG00000181143,Q8WXI7,ENSMUSG00000109564,7.736012312465295,15.322864972871304,67.7,8.199512180611721,1,4
ENSG00000198805,P00491,ENSMUSG00000068417,16.59455396798079,8.683494050470756,63.61666666666667,6.811583271653269,1,4
ENSG00000198805,P00491,ENSMUSG00000115338,1993.6889429550513,623.9528724675647,63.61666666666667,6.811583271653269,1,2
ENSG00000213024,P37198,ENSMUSG00000109511,248.29506410877366,107.12716904963588,39.50000000000001,5.03547415840852,1,4
ENSG00000213563,Q6P1X6,ENSMUSG00000116138,458.69289572677985,53.83701757792266,60.48333333333333,9.141863413258081,1,4
ENSG00000128309,P25325,ENSMUSG00000071711,1537.2202918761434,289.5426766724797,96.31666666666668,33.97401457977356,1,0
ENSG00000130811,O75821,ENSMUSG00000070319,1029.6324429125027,70.4875329405523,63.51666666666666,12.478528225182112,1,0
ENSG00000149257,P50454,ENSMUSG00000070436,285.41465876555367,141.75772313113004,58.06666666666666,15.73259885291259,1,4
ENSG00000149480,O94776,ENSMUSG00000071646,966.1003003115038,74.75778715238471,38.21666666666666,10.654654694858328,1,0
ENSG00000171444,P23508,ENSMUSG00000071856,1133.0023812298862,355.060699551303,11.216666666666667,4.1247626194323805,1,0
ENSG00000173540,Q9Y5P6,ENSMUSG00000070284,182.9576982780412,67.7250564103064,41.199999999999996,8.134125644468494,1,4
ENSG00000173821,Q63HN8,ENSMUSG00000070327,2204.1830376786334,336.31733409297595,50.300000000000004,8.583705493549974,1,2
ENSG00000178057,Q9BU61,ENSMUSG00000070283,196.72993429751136,23.866845825049023,22.75,3.8609584302346485,1,4
ENSG00000147955,Q99720,ENSMUSG00000036078,3007.4327898859997,1231.5597040064686,70.43333333333334,19.298566440714364,1,2
ENSG00000153902,Q8N135,ENSMUSG00000036560,8.257830282479166,10.792757028000434,53.1,7.89278151224269,1,4
ENSG00000164967,Q8N5L8,ENSMUSG00000036114,293.17900843997813,61.354619084688,13.166666666666666,3.3218468758608766,1,4
ENSG00000166387,Q8ND30,ENSMUSG00000036528,636.4883903475444,71.29123738810905,27.866666666666664,6.818406460945743,1,4
ENSG00000172939,O95747,ENSMUSG00000036737,583.0579343651372,122.48652506713377,104.36666666666667,17.236086176004882,1,4
ENSG00000174780,O76094,ENSMUSG00000036323,2016.4023423424649,355.8324609049834,42.166666666666664,7.020446329590924,1,2
ENSG00000181467,P61225,ENSMUSG00000036894,70.77439780330994,23.650470746137966,115.23333333333333,56.93542541043025,1,4
ENSG00000107566,O75477,ENSMUSG00000025198,830.798382029495,193.0802837155222,17.099999999999998,5.903558249056243,1,0
ENSG00000107581,Q14152,ENSMUSG00000024991,3785.08131546655,646.1242369844935,87.0,20.272345695552843,1,1
ENSG00000108039,Q9NQW7,ENSMUSG00000025027,372.920581923499,155.04658704782622,59.73333333333333,9.584084028568752,1,4
ENSG00000108055,Q9UQE7,ENSMUSG00000024974,524.296719891271,78.26680801963988,99.33333333333333,12.26387649426831,1,4
ENSG00000108242,P33260,ENSMUSG00000025002,46.93703759305826,29.75704713147607,214.48333333333335,51.56221161535515,1,4
ENSG00000110075,Q5H9R7,ENSMUSG00000024908,1334.6999673201688,399.0657624550812,52.033333333333324,5.297420756053521,1,0
ENSG00000114062,Q05086,ENSMUSG00000025326,1570.5525387364023,656.2135878084182,64.46666666666668,17.670615910790055,1,0
ENSG00000119927,Q9HCL2,ENSMUSG00000024978,4722.0330202681835,3321.207673094087,137.0,22.662038743237556,1,1
ENSG00000119929,Q9NTM9,ENSMUSG00000025193,287.30141156841853,80.76387590160083,16.833333333333332,3.397450024160277,1,4
ENSG00000126524,Q9Y3A5,ENSMUSG00000025337,1024.4766254163358,88.86322097774733,54.78333333333333,10.715113936242892,1,0
ENSG00000127884,P30084,ENSMUSG00000025465,5270.593908425004,900.1644062980654,156.96666666666667,16.06333298748011,1,3
ENSG00000135424,Q13683,ENSMUSG00000025348,304.0401867180517,74.21029846978078,56.96666666666667,7.021016070816721,1,4
ENSG00000135437,Q92781,ENSMUSG00000025350,593.1759750644752,156.68374154107593,55.61666666666667,5.761047358481499,1,4
ENSG00000135439,Q99490,ENSMUSG00000025422,31.353976309200984,15.48918248217265,90.93333333333334,20.733033223980193,1,4
ENSG00000136068,O75369,ENSMUSG00000025278,1365.8234459570149,191.97087029488364,31.100000000000005,5.199230712326584,1,0
ENSG00000138175,P36405,ENSMUSG00000025035,273.8497908007177,54.870670160041904,21.833333333333332,5.41651794667632,1,4
ENSG00000139613,Q8TAQ2,ENSMUSG00000025369,2603.8607112315167,645.5773507308529,51.349999999999994,13.298834535401966,1,2
ENSG00000139641,Q9BSJ8,ENSMUSG00000025366,296.12541613052366,78.97633529795836,126.63333333333333,24.39816933023186,1,4
ENSG00000141522,P52565,ENSMUSG00000025132,1749.001702432787,498.17560311495686,158.4,30.49963934212993,1,2
ENSG00000146963,Q9Y383,ENSMUSG00000029823,4774.902430223563,2615.038400676851,64.28333333333335,8.996980975119747,1,1
ENSG00000154767,Q01831,ENSMUSG00000030094,308.49704908409086,81.51946772896082,33.8,3.7528655717997674,1,4
ENSG00000157087,Q01814,ENSMUSG00000030302,185.71193759115135,137.04068617794968,37.48333333333333,12.835173028310397,1,4
ENSG00000158467,Q96HN2,ENSMUSG00000029772,226.20480743070684,80.20764976023929,28.216666666666665,4.992160520923448,1,4
ENSG00000163902,P04843,ENSMUSG00000030062,2492.9017247964466,1050.6000780148152,34.35,7.11835655190157,1,2
ENSG00000164548,Q13595,ENSMUSG00000029817,705.5120316332042,217.19219978378987,29.400000000000002,8.52830581065196,1,0
ENSG00000164692,P08123,ENSMUSG00000029661,229.75891298709757,165.03909345516686,36.13333333333333,21.266750261068726,1,4
ENSG00000166508,P33993,ENSMUSG00000029730,240.80720630025363,46.726533477854474,26.499999999999996,4.304416336740673,1,4
ENSG00000169714,P62633,ENSMUSG00000030057,5560.8415827693125,377.5796435089208,133.61666666666667,33.37786192473489,1,3
ENSG00000170876,Q9BTV4,ENSMUSG00000030095,207.94736309165998,50.749524947760946,14.75,3.5730938974507795,1,4
ENSG00000175792,Q9Y265,ENSMUSG00000030079,257.4724223346248,60.138937412443006,32.38333333333333,8.110836372820417,1,4
ENSG00000179562,Q96CN9,ENSMUSG00000029708,380.7423135621136,115.69984293129097,78.5,8.755341226931135,1,4
ENSG00000181789,Q9Y678,ENSMUSG00000030058,1157.7710133074872,191.2244300543739,59.550000000000004,16.597439561570937,1,0
ENSG00000183785,Q9NY65,ENSMUSG00000030137,125.60897867208045,177.6407675036449,12.783333333333333,7.003832284304548,1,4
ENSG00000188037,P35523,ENSMUSG00000029862,16.061894499917106,37.15413694325382,41.81666666666666,9.853814828109298,1,4
ENSG00000196975,P09525,ENSMUSG00000029994,995.599482680148,242.0358291511276,38.233333333333334,6.6117067892236925,1,0
ENSG00000197548,O95352,ENSMUSG00000030314,590.5912354730862,55.18642952958471,81.76666666666667,12.471674573475157,1,4
ENSG00000143799,P09874,ENSMUSG00000026496,633.4745870213515,79.99994513746977,25.03333333333333,6.511733000259354,1,4
ENSG00000143862,Q96BM9,ENSMUSG00000026426,224.38195419924068,47.97164562897376,47.833333333333336,10.728777501032754,1,4
ENSG00000144579,Q9GZU7,ENSMUSG00000026176,4021.205876653672,1489.285297613765,39.86666666666666,11.73774538259655,1,1
ENSG00000148484,Q15404,ENSMUSG00000026727,401.3372804492092,119.95536406441637,72.5,6.617250184177717,1,4
ENSG00000151414,Q8TDX7,ENSMUSG00000026393,968.0465291089978,317.3566065909529,55.71666666666667,6.658953871792978,1,0
ENSG00000158710,P37802,ENSMUSG00000026547,402.1526137871978,130.16607651945685,88.90000000000002,8.086284684575483,1,4
ENSG00000158716,Q9BVJ7,ENSMUSG00000026544,564.3181840703718,118.34175606328382,124.34999999999998,15.539208474050405,1,4
ENSG00000159176,P21291,ENSMUSG00000026421,241.5133323804149,129.54177180809305,15.549999999999999,3.863547592563084,1,4
ENSG00000162909,P17655,ENSMUSG00000026509,857.515351490082,269.97217236275736,64.91666666666667,9.344178223186173,1,0
ENSG00000165983,Q96BW5,ENSMUSG00000026730,2184.0814967997553,865.9985343700656,104.10000000000001,18.547129157904727,1,2
ENSG00000173692,Q99460,ENSMUSG00000026229,2355.9013703494334,224.93262848308132,143.96666666666667,23.369010819173898,1,2
ENSG00000175084,P17661,ENSMUSG00000026208,1583.1571874354984,3532.9853277668803,62.65,31.60371813568777,1,0
ENSG00000085832,P42566,ENSMUSG00000028552,700.0029814958929,170.15772048766848,70.3,18.126003420500616,1,4
ENSG00000085840,Q13415,ENSMUSG00000028587,0.6097520919171145,0.9726398822086636,39.28333333333334,6.917634470443396,1,4
ENSG00000090273,Q9Y266,ENSMUSG00000028851,945.0718702434361,189.98266478307397,89.16666666666667,14.934345203813482,1,0
ENSG00000097021,O00154,ENSMUSG00000028937,417.83048240201805,86.69602826309927,24.53333333333333,6.04968318729722,1,4
ENSG00000105819,O75439,ENSMUSG00000029017,2131.516297397007,763.9285626835336,116.21666666666668,20.175372776399122,1,2
ENSG00000105821,Q99543,ENSMUSG00000029014,503.2554898189083,78.91492732248625,14.333333333333336,3.604811599330354,1,4
ENSG00000116251,P35268,ENSMUSG00000028936,3412.9363838428467,1162.415836634527,57.56666666666666,11.71284195516471,1,1
ENSG00000116288,Q99497,ENSMUSG00000028964,3232.924117539174,611.8156694215955,153.33333333333334,26.576806931357773,1,1
ENSG00000116350,Q08170,ENSMUSG00000028911,1146.9583056035515,336.7519025531057,11.800000000000002,4.2028561717003825,1,0
ENSG00000116353,Q9BV79,ENSMUSG00000028910,417.4810928656885,80.18326556641291,115.33333333333333,27.429157235807786,1,4
ENSG00000116560,P23246,ENSMUSG00000028820,1341.94096356138,246.0624747882771,38.00000000000001,8.769036435093653,1,0
ENSG00000116688,O95140,ENSMUSG00000029020,1996.3631888654184,1281.7724915184933,15.683333333333332,6.0799396926833635,1,2
ENSG00000116898,P82914,ENSMUSG00000028861,535.956262403643,41.34186944565233,32.06666666666667,5.284190256478912,1,4
ENSG00000116990,P12524,ENSMUSG00000028654,249.56823722092517,66.02086622112655,139.24999999999997,10.97501708426916,1,4
ENSG00000117013,P56696,ENSMUSG00000028631,27.059341464244564,28.256166516170733,34.28333333333334,7.723578617886056,1,4
ENSG00000117305,P35914,ENSMUSG00000028672,3203.2249957755885,338.8351879466404,143.6,7.7252831663311845,1,2
ENSG00000117308,Q14376,ENSMUSG00000028671,314.6583469318667,114.74544929501947,40.800000000000004,4.692121055556856,1,4
ENSG00000117448,P14550,ENSMUSG00000028692,5002.485640868165,594.9500461855075,38.95000000000001,8.244452680439132,1,1
ENSG00000121766,Q9NP64,ENSMUSG00000028772,320.80349592600936,73.16335612748371,31.083333333333332,4.262119973284031,1,4
ENSG00000121769,P05413,ENSMUSG00000028773,344.96429561482955,841.4333912669737,54.28333333333333,18.534445410280465,1,4
ENSG00000126067,P49721,ENSMUSG00000028837,1272.2575815668267,212.1713825932404,123.89999999999999,16.171951026391344,1,0
ENSG00000126088,P06132,ENSMUSG00000028684,1319.876278317077,225.16160815902842,60.6,4.36852377812002,1,0
ENSG00000127125,Q9HAB8,ENSMUSG00000028636,389.085129485638,92.33504727967029,94.06666666666666,11.092640202704972,1,4
ENSG00000127483,Q5SSJ5,ENSMUSG00000028759,2400.5638349576734,412.3804272654795,38.949999999999996,5.476403929587373,1,2
ENSG00000127603,Q9UPN3,ENSMUSG00000028649,2379.6168027862664,354.2521447577743,23.599999999999998,4.14584128977461,1,2
ENSG00000127947,Q05209,ENSMUSG00000028771,453.3355620244122,98.42042010575287,45.03333333333334,24.172187875049016,1,4
ENSG00000130764,Q8N1G4,ENSMUSG00000029028,427.30173354118466,77.1754737388091,45.63333333333333,8.900486878068339,1,4
ENSG00000131236,Q01518,ENSMUSG00000028656,1398.1843199042698,458.4435426125969,29.333333333333332,6.741117612582255,1,0
ENSG00000131238,P50897,ENSMUSG00000028657,557.0733249946253,79.01891950946603,58.666666666666664,14.067930432962294,1,4
ENSG00000132780,P49321,ENSMUSG00000028693,286.79882952442546,42.519865218664584,44.050000000000004,11.539454059876492,1,4
ENSG00000132781,Q9UIF7,ENSMUSG00000028687,12.361836275843196,6.012135254476526,14.100000000000001,3.255764119219941,1,4
ENSG00000066583,Q96CN7,ENSMUSG00000024601,1881.3852934416552,629.8865449496923,133.8,17.492284013244245,1,2
ENSG00000066926,P22830,ENSMUSG00000024588,2984.1021802940018,1132.509417361996,31.249999999999996,5.426140433125557,1,2
ENSG00000067900,Q13464,ENSMUSG00000024290,1354.1249099349068,224.03412804689052,81.10000000000001,13.696276866360432,1,0
ENSG00000070814,Q13428,ENSMUSG00000024613,275.79070796143696,42.517203006650156,25.983333333333334,13.425560199361017,1,4
ENSG00000086589,Q9NW64,ENSMUSG00000024604,492.54902026913646,92.915854983889,78.73333333333333,21.87004039014713,1,4
ENSG00000087365,Q13435,ENSMUSG00000024853,2045.9844363015618,241.66376990123734,31.95,6.3695368748442,1,2
ENSG00000091164,O43396,ENSMUSG00000024583,1838.4768453893967,317.94856981995923,24.3,3.910498689425685,1,2
ENSG00000106829,Q04727,ENSMUSG00000024642,185.2435881274897,52.980676795840424,46.18333333333334,25.054613680251922,1,4
ENSG00000108826,Q9P0M9,ENSMUSG00000024414,744.6320351350382,187.99175120740156,15.549999999999999,3.1551545128567,1,0
ENSG00000110047,Q9H4M9,ENSMUSG00000024772,858.6476851826919,322.05289890050796,73.86666666666666,10.567434251826064,1,0
ENSG00000110048,P22059,ENSMUSG00000024687,1071.4366436185521,525.7135234231221,26.883333333333336,7.147423778304086,1,0
ENSG00000110104,Q9H6F5,ENSMUSG00000024732,165.06678660265882,12.979404842356761,19.283333333333335,4.939399423681655,1,4
ENSG00000110107,Q9UMS4,ENSMUSG00000024735,1257.6278817213154,316.13807380578794,77.68333333333334,16.84012074382683,1,0
ENSG00000113013,P38646,ENSMUSG00000024359,7144.464059208742,2580.733324471278,107.83333333333331,14.273425190425273,1,3
ENSG00000113068,O60925,ENSMUSG00000024346,719.3583673216191,229.6600278812741,47.21666666666666,8.532858059681216,1,0
ENSG00000113368,P20700,ENSMUSG00000024590,105.49682615234849,45.87550298406697,109.58333333333336,29.679718102884113,1,4
ENSG00000113580,P04150,ENSMUSG00000024431,1917.8725367583818,734.8368668007203,11.466666666666667,3.996331651235501,1,2
ENSG00000113649,O14776,ENSMUSG00000024498,355.4207575188693,77.05038317122882,22.25,4.9850777325935445,1,4
ENSG00000113712,P48729,ENSMUSG00000024576,2497.83522796114,868.2080596368235,78.36666666666666,15.816784333949384,1,2
ENSG00000119139,Q9UDY2,ENSMUSG00000024812,422.18901369232685,157.02791038202443,92.61666666666666,9.406894634610648,1,4
ENSG00000120318,Q8WWN8,ENSMUSG00000024451,383.82315613358196,130.15599487244913,15.583333333333334,3.4388467058981655,1,4
ENSG00000120705,P62495,ENSMUSG00000024360,1550.0944502018501,449.58077107397224,110.13333333333334,17.268198130281768,1,0
ENSG00000120729,Q9UBF9,ENSMUSG00000024471,337.81913378715336,827.4845031275302,4.05,2.588242647048379,1,4
ENSG00000126391,Q9BZ67,ENSMUSG00000024816,284.7044304788505,76.0909237850542,71.78333333333333,16.142542137676664,1,4
ENSG00000131504,O60610,ENSMUSG00000024456,1627.5549867567918,650.8158757249471,23.200000000000003,3.7926244211627385,1,0
