human_ensembl_gene_id,human_accession,mouse_ensembl_gene_id,MEAN_rna,STD_rna,MEAN_prot,STD_prot
ENSG00000120265,P22061,ENSMUSG00000019795,736.2264884486688,67.53119106962707,,
ENSG00000120860,Q9Y3C0,ENSMUSG00000020056,375.7543393371955,66.53172928027918,33.51428571428572,3.319853697292786
ENSG00000122884,P13674,ENSMUSG00000019916,235.32292238815313,65.26102777375017,205.47142857142856,48.915597862907845
ENSG00000122958,O75436,ENSMUSG00000020078,831.2107271593998,98.31020843738057,60.52857142857143,14.50284044428473
ENSG00000130347,Q8WWV3,ENSMUSG00000019864,409.4118010290714,49.585693378880265,52.642857142857146,10.443954733537986
ENSG00000130349,Q9P0P8,ENSMUSG00000019797,473.8755951629472,100.2555116947874,42.528571428571425,11.032484501947614
ENSG00000130479,Q66K74,ENSMUSG00000019261,159.93574021741202,32.99932721498553,323.7714285714286,73.52955673935288
ENSG00000131100,P36543,ENSMUSG00000019210,1508.1678673278602,248.59047980547712,105.2,19.173506026111486
ENSG00000133773,Q9P031,ENSMUSG00000019897,396.79691257850544,73.85650102562043,526.9142857142857,160.4403360398233
ENSG00000135525,Q14244,ENSMUSG00000019996,691.335505423833,112.01342089286175,15.742857142857144,4.934523665919925
ENSG00000135597,Q96D71,ENSMUSG00000019854,430.2468423735433,75.32801094257957,,
ENSG00000135655,Q9Y4E8,ENSMUSG00000020124,671.7596949107127,99.64635210361313,13.914285714285715,3.61405984613268
ENSG00000137486,P49407,ENSMUSG00000018909,304.458457402761,203.04429425855673,17.442857142857143,2.6538381907827655
ENSG00000139343,P62306,ENSMUSG00000020018,72.80102400662274,22.130451098090035,,
ENSG00000141030,Q9UNS2,ENSMUSG00000019373,824.6200406504697,180.19484955661596,34.44285714285714,5.08522603327756
ENSG00000141738,Q14451,ENSMUSG00000019312,2144.10453896522,296.4898175331606,23.785714285714285,6.763240981321645
ENSG00000146648,P00533,ENSMUSG00000020122,3813.3059285435706,3089.8329229980686,31.971428571428568,7.096410896999104
ENSG00000135720,O43237,ENSMUSG00000035770,544.4276324595652,137.132997831487,,
ENSG00000137106,Q9UBQ7,ENSMUSG00000035637,2045.6152455578845,657.7780532355508,234.8714285714286,36.495740129761
ENSG00000137124,P30837,ENSMUSG00000035561,1774.2974042811286,727.2569577029018,73.75714285714287,20.358033397396806
ENSG00000138663,Q9BT78,ENSMUSG00000035297,627.1298864308297,112.73027729762534,70.21428571428571,13.800897141300702
ENSG00000138674,O94979,ENSMUSG00000035325,2405.5670769819126,331.6525693624114,112.44285714285716,26.765578463320953
ENSG00000138750,Q7Z3B4,ENSMUSG00000034826,305.6721314987048,54.36009883925953,25.757142857142856,4.6089974118952535
ENSG00000139915,Q7Z553,ENSMUSG00000034912,2.6507742457510717,7.0132894360321485,235.72857142857143,58.37701357799759
ENSG00000144746,O75915,ENSMUSG00000035199,711.0825362632788,179.52243872815532,45.07142857142857,15.454957595726826
ENSG00000146094,Q7L591,ENSMUSG00000035711,117.4455560432357,59.08849035021196,,
ENSG00000149243,Q6PF15,ENSMUSG00000035298,1.1064882156772229,1.5555899918184968,239.71428571428572,117.95187477062314
ENSG00000149532,Q8N684,ENSMUSG00000034820,1069.1500908131875,451.3176407365433,14.985714285714286,3.389900967790737
ENSG00000151365,Q92748,ENSMUSG00000035686,6566.096919075722,4054.71070480657,35.94285714285714,8.780253819956297
ENSG00000151500,Q9P016,ENSMUSG00000035443,457.98201411399907,125.62819904175818,321.84285714285716,63.51668697129538
ENSG00000162390,Q8WXI4,ENSMUSG00000034853,184.9066819692001,46.43093790489713,43.55714285714286,8.814922412753111
ENSG00000167658,P13639,ENSMUSG00000034994,18775.314999795322,8893.592503449066,122.95714285714284,22.054391636954996
ENSG00000173581,Q9BWC9,ENSMUSG00000035228,6.918667356372211,4.424840349791826,,
ENSG00000173611,Q8N9R8,ENSMUSG00000035236,76.99151596147307,30.79848666870833,105.54285714285716,38.94221604475265
ENSG00000100197,P10635,ENSMUSG00000022445,22230.929933966483,4359.3867295600385,14.328571428571427,5.1070912418304175
ENSG00000100197,P10635,ENSMUSG00000061740,5730.076443248262,1309.8214295163023,14.328571428571427,5.1070912418304175
ENSG00000100197,P10635,ENSMUSG00000068083,1692.2153251777386,344.3468080556693,14.328571428571427,5.1070912418304175
ENSG00000100197,P10635,ENSMUSG00000068085,11.134629140572214,4.416771792606148,14.328571428571427,5.1070912418304175
ENSG00000100197,P10635,ENSMUSG00000068086,635.8730695975598,208.06797196026668,14.328571428571427,5.1070912418304175
ENSG00000100197,P10635,ENSMUSG00000094559,1.252216618661103,2.3117158866368968,14.328571428571427,5.1070912418304175
ENSG00000100197,P10635,ENSMUSG00000094806,15008.042985378843,2873.212568971977,14.328571428571427,5.1070912418304175
ENSG00000100197,P10635,ENSMUSG00000096852,55.834941283525474,24.279121314575097,14.328571428571427,5.1070912418304175
ENSG00000167397,Q9BQB6,ENSMUSG00000096145,2932.357596469857,546.8271202841598,28.328571428571426,7.797801888078093
ENSG00000173933,Q9BWF3,ENSMUSG00000094936,308.277812224127,59.95032075576533,115.9857142857143,25.97013852943598
ENSG00000187634,Q96NU1,ENSMUSG00000096351,5.865005430294523,8.315578561572702,47.84285714285714,10.985271524918739
ENSG00000188976,Q9Y3T9,ENSMUSG00000095567,770.7337202382141,124.75492231788066,24.485714285714288,5.696030363749996
ENSG00000211598,P06312,ENSMUSG00000076576,1.21391437295282,1.935630336249341,,
ENSG00000211598,P06312,ENSMUSG00000076577,1.5301193247224845,2.4683208159841037,,
ENSG00000211598,P06312,ENSMUSG00000076580,0.20495543986655856,0.5422611237367673,,
ENSG00000211598,P06312,ENSMUSG00000076583,1.4086583399969628,1.4328442651595588,,
ENSG00000211598,P06312,ENSMUSG00000076591,0.0,0.0,,
ENSG00000211598,P06312,ENSMUSG00000094797,3.694491201430302,2.9732350416093176,,
ENSG00000211598,P06312,ENSMUSG00000094930,1.9775008646997514,2.3713632543032923,,
ENSG00000211598,P06312,ENSMUSG00000095630,0.6751109534959971,0.9931268215503017,,
ENSG00000211598,P06312,ENSMUSG00000096594,0.9352541024289273,0.6529219237280446,,
ENSG00000248483,Q8N7G0,ENSMUSG00000093668,9.568575127359493,5.872204477014458,76.6857142857143,26.55431092254944
ENSG00000278463,P04908,ENSMUSG00000094777,41.4599418752835,34.80858901273878,68.50000000000001,16.362660745327045
ENSG00000277075,P04908,ENSMUSG00000071516,3.6588068377483083,6.389519925314119,68.50000000000001,16.362660745327045
ENSG00000278705,P62805,ENSMUSG00000096010,7.453000379930891,6.592600980157257,75.07142857142857,26.281280681993305
ENSG00000270882,P62805,ENSMUSG00000067455,5.4003320653002485,6.294259255265482,75.07142857142857,26.281280681993305
ENSG00000277157,P62805,ENSMUSG00000069266,5.450690002753886,5.16121366417098,75.07142857142857,26.281280681993305
ENSG00000278637,P62805,ENSMUSG00000069306,7.227895921901497,6.39545619563541,75.07142857142857,26.281280681993305
ENSG00000276966,P62805,ENSMUSG00000060639,60.228847823732,30.19936961044579,75.07142857142857,26.281280681993305
ENSG00000100612,Q9Y394,ENSMUSG00000021094,783.352626741189,172.05792626351825,75.34285714285714,27.147796543050365
ENSG00000100612,Q9Y394,ENSMUSG00000109482,1716.5171916123184,214.39393074064174,75.34285714285714,27.147796543050365
ENSG00000100883,P61011,ENSMUSG00000073079,1040.3109624591218,723.1832245018911,115.65714285714286,20.250173426653014
ENSG00000100883,P61011,ENSMUSG00000079108,883.6841445845922,161.09044954610943,115.65714285714286,20.250173426653014
ENSG00000100883,P61011,ENSMUSG00000112449,76.82541135256331,60.98827421220003,115.65714285714286,20.250173426653014
ENSG00000108187,P30039,ENSMUSG00000020072,3048.8044039151246,683.9840200704316,88.42857142857143,20.5549437918403
ENSG00000108187,P30039,ENSMUSG00000112129,4490.082506855583,957.9787876030259,88.42857142857143,20.5549437918403
ENSG00000111640,P04406,ENSMUSG00000057666,6866.251930650685,1254.955522272142,625.6142857142858,110.73601384330557
ENSG00000111640,P04406,ENSMUSG00000097148,28.881874426253088,13.019582920276886,625.6142857142858,110.73601384330557
ENSG00000111640,P04406,ENSMUSG00000110469,1.6014085317696984,1.6381146347917253,625.6142857142858,110.73601384330557
ENSG00000112992,Q13423,ENSMUSG00000025453,729.5897633598167,143.6897088929636,50.814285714285724,16.841756497015446
ENSG00000112992,Q13423,ENSMUSG00000116207,232.25787820156512,357.23359995396385,50.814285714285724,16.841756497015446
ENSG00000115541,P61604,ENSMUSG00000073676,3425.5551537953056,1062.2708758981876,96.11428571428571,33.66597830507967
ENSG00000115541,P61604,ENSMUSG00000117621,14.328087527248972,17.318111807853253,96.11428571428571,33.66597830507967
ENSG00000126838,P20742,ENSMUSG00000030131,14406.270410485844,3671.6059232045736,56.34285714285715,10.673465095406325
ENSG00000126838,P20742,ENSMUSG00000059908,38813.75500485312,18974.203206150858,56.34285714285715,10.673465095406325
ENSG00000126838,P20742,ENSMUSG00000108022,4.086153962965906,3.622082725894812,56.34285714285715,10.673465095406325
ENSG00000139496,Q9BVL2,ENSMUSG00000114797,321.63386599267227,56.66857010479237,74.7857142857143,17.662241134826633
ENSG00000160948,Q9UK41,ENSMUSG00000115987,963.2141370861826,76.27285808354063,13.785714285714286,2.9282694385527273
ENSG00000164344,P03952,ENSMUSG00000109764,8524.72482996169,1850.3489126552472,,
ENSG00000181143,Q8WXI7,ENSMUSG00000109564,3.6017265053633714,9.529272623661226,,
ENSG00000185515,P46736,ENSMUSG00000031201,377.87637856745687,96.64027252284751,33.9,9.074873736495363
ENSG00000185515,P46736,ENSMUSG00000112039,3.694136332264544,3.9103572527547534,33.9,9.074873736495363
ENSG00000196421,A0A1B0GTL2,ENSMUSG00000108976,1.5445354376353728,1.5641775179679267,,
ENSG00000198805,P00491,ENSMUSG00000068417,17.844501038404815,12.328140875427325,77.64285714285714,13.04694819269461
ENSG00000198805,P00491,ENSMUSG00000115338,2096.6717817274357,629.0326124579794,77.64285714285714,13.04694819269461
ENSG00000213024,P37198,ENSMUSG00000109511,192.55475941246658,57.511134992944626,28.771428571428576,6.268895247094787
ENSG00000213563,Q6P1X6,ENSMUSG00000116138,472.9285477896536,90.0670946021879,,
ENSG00000241360,Q96GD0,ENSMUSG00000116165,9.67678686778146,1.4413970612460285,240.2571428571429,75.83310308703926
ENSG00000127578,Q96NZ8,ENSMUSG00000071192,11.194603060371692,5.441685712083737,,
ENSG00000128309,P25325,ENSMUSG00000071711,1884.0933880239988,321.308752120664,,
ENSG00000130811,O75821,ENSMUSG00000070319,1062.1057252867217,85.12548997750122,64.54285714285713,14.702024479966145
ENSG00000143839,P00797,ENSMUSG00000070645,0.2726612382519343,0.7213938285815499,56.75714285714287,22.003776732101933
ENSG00000149257,P50454,ENSMUSG00000070436,320.7694369488626,191.0007169041935,200.95714285714286,61.38346295061499
ENSG00000149480,O94776,ENSMUSG00000071646,940.9215789600008,81.11356329330346,27.685714285714283,5.195327571138184
ENSG00000162191,Q04323,ENSMUSG00000071655,2623.670460306407,602.1909799852691,45.728571428571435,6.463413516533991
ENSG00000167552,Q71U36,ENSMUSG00000072235,213.04656814668468,140.01646017710587,64.34285714285714,28.628939737199325
ENSG00000168268,Q9H857,ENSMUSG00000071547,79.60069690358247,14.055800519829297,267.2142857142857,35.61911605544738
ENSG00000171444,P23508,ENSMUSG00000071856,1249.5703342775194,218.8481248253534,,
ENSG00000173540,Q9Y5P6,ENSMUSG00000070284,215.00007317786117,77.85173343172225,31.642857142857142,6.509187645898973
ENSG00000173821,Q63HN8,ENSMUSG00000070327,3047.926856985556,1143.9479468828988,,
ENSG00000178057,Q9BU61,ENSMUSG00000070283,266.67139305766,50.571094907163314,19.52857142857143,6.07665321420552
ENSG00000145819,Q9UNA1,ENSMUSG00000036452,405.90630181530685,107.60143233941639,46.44285714285714,8.660996313522892
ENSG00000147955,Q99720,ENSMUSG00000036078,4026.107857112823,608.4080687767372,57.08571428571429,26.945279646685712
ENSG00000153902,Q8N135,ENSMUSG00000036560,7.542991691611206,5.739803313819515,,
ENSG00000162066,Q9Y303,ENSMUSG00000036820,308.7624593338113,80.5825222795725,397.54285714285714,196.06087368589428
ENSG00000164967,Q8N5L8,ENSMUSG00000036114,319.37794933822215,49.2753652422938,19.728571428571428,5.140594740466738
ENSG00000166387,Q8ND30,ENSMUSG00000036528,597.0163708110774,140.32920609187806,,
ENSG00000167315,P42765,ENSMUSG00000036880,12270.536151443086,1805.298161016601,44.871428571428574,7.867171089558236
ENSG00000172939,O95747,ENSMUSG00000036737,483.9404000686897,86.48398977704174,60.300000000000004,11.495796333152972
ENSG00000174780,O76094,ENSMUSG00000036323,2614.8361270968157,1032.4490707908744,80.68571428571428,17.07673159315804
ENSG00000181467,P61225,ENSMUSG00000036894,81.05243256978477,29.220163176499213,12.457142857142857,2.6663690310089883
ENSG00000186010,Q9P0J0,ENSMUSG00000036199,3943.580174174823,1083.7514976856492,100.5,32.892552348518045
ENSG00000102316,Q9UNF1,ENSMUSG00000025268,151.76103681397868,120.3289257882737,,
ENSG00000107566,O75477,ENSMUSG00000025198,649.8307214410925,93.82195708111927,,
ENSG00000107581,Q14152,ENSMUSG00000024991,3899.78108372997,115.92369074374689,54.44285714285714,16.876004379281365
ENSG00000107862,Q92538,ENSMUSG00000025224,933.6868662938474,168.44494350479482,35.91428571428572,9.551165473635242
ENSG00000108039,Q9NQW7,ENSMUSG00000025027,416.88648732637273,107.37952090141229,98.61428571428573,15.30712563605902
ENSG00000108055,Q9UQE7,ENSMUSG00000024974,513.9012673921169,73.45322371150012,68.91428571428573,12.576754824069756
ENSG00000108242,P33260,ENSMUSG00000025002,36.93036140375853,9.093944949817244,183.14285714285717,81.78832143900206
ENSG00000110075,Q5H9R7,ENSMUSG00000024908,1250.4361745732858,313.008117585577,68.47142857142856,11.878792627439639
ENSG00000110090,P50416,ENSMUSG00000024900,4090.6830375900386,2375.8012128765936,152.51428571428573,58.850274102205866
ENSG00000110955,P06576,ENSMUSG00000025393,18153.550086043982,4270.196065803173,352.74285714285713,64.36994270472456
ENSG00000114062,Q05086,ENSMUSG00000025326,2226.4011390405553,957.9898050055607,47.35714285714287,12.10989363328695
ENSG00000119927,Q9HCL2,ENSMUSG00000024978,3710.2770663512065,1655.9317737627941,66.91428571428571,31.076166031833708
ENSG00000119929,Q9NTM9,ENSMUSG00000025193,280.5855305117954,72.8104826231038,130.14285714285717,24.617666904268642
ENSG00000120053,P17174,ENSMUSG00000025190,7968.387475141106,2493.599459614369,185.74285714285716,36.8092767810352
ENSG00000123131,Q13162,ENSMUSG00000025289,2231.236738104157,532.0703113274775,298.5142857142857,55.25361009537231
ENSG00000123353,Q53FV1,ENSMUSG00000025353,849.9026597482986,177.74476577538624,33.971428571428575,7.662835481663926
ENSG00000126524,Q9Y3A5,ENSMUSG00000025337,932.8278041879631,113.54197673523888,215.74285714285716,43.14876812234841
ENSG00000127884,P30084,ENSMUSG00000025465,4498.86368870826,1227.8885120733069,123.74285714285713,21.523077315822132
ENSG00000135424,Q13683,ENSMUSG00000025348,280.76116875754,82.65536023589131,52.285714285714285,11.526553195618739
ENSG00000135437,Q92781,ENSMUSG00000025350,547.6033552009504,109.26418714450122,49.371428571428574,10.778947735549805
ENSG00000135439,Q99490,ENSMUSG00000025422,32.80046793876897,17.97272496662574,100.91428571428573,23.182064084936336
ENSG00000136068,O75369,ENSMUSG00000025278,1368.474892719387,285.1302797410149,102.34285714285716,21.44690009790515
ENSG00000138175,P36405,ENSMUSG00000025035,319.17175570714113,31.710321795799278,52.80000000000001,9.982317700146927
ENSG00000139613,Q8TAQ2,ENSMUSG00000025369,2463.459212946162,314.2267429060921,32.17142857142857,7.354072405978946
ENSG00000139641,Q9BSJ8,ENSMUSG00000025366,291.950319521481,105.93578430196348,95.87142857142855,41.861426726988746
ENSG00000141522,P52565,ENSMUSG00000025132,1782.1722021892515,515.038338413172,85.35714285714286,22.76304440263188
ENSG00000148700,Q9UEY8,ENSMUSG00000025026,249.56952007959043,151.48631953064975,13.614285714285714,4.044926275153673
ENSG00000146963,Q9Y383,ENSMUSG00000029823,4900.423604036282,2492.046479028068,25.542857142857144,5.063877678504601
ENSG00000154767,Q01831,ENSMUSG00000030094,254.80535406498544,93.00569714310933,,
ENSG00000157020,P55735,ENSMUSG00000030298,1077.2503811824158,217.71270442919567,112.78571428571426,24.790752884320163
ENSG00000157087,Q01814,ENSMUSG00000030302,432.28527651228023,363.9436699828628,,
ENSG00000158321,Q8WXX7,ENSMUSG00000029673,21.55847395187056,26.605140132089588,108.17142857142858,18.811407380072538
ENSG00000158467,Q96HN2,ENSMUSG00000029772,329.27720401375973,222.11637415094685,,
ENSG00000163902,P04843,ENSMUSG00000030062,2524.5184088135743,687.3296367723904,82.2,39.997749936715195
ENSG00000164548,Q13595,ENSMUSG00000029817,740.0261576475493,271.4226902359412,,
ENSG00000164692,P08123,ENSMUSG00000029661,191.2904377213405,217.2043724983225,,
ENSG00000166508,P33993,ENSMUSG00000029730,308.3927439135463,70.20907312196874,45.271428571428565,12.43432269777413
ENSG00000169714,P62633,ENSMUSG00000030057,6014.714013176933,708.066363530447,99.34285714285716,20.066211828415874
ENSG00000170876,Q9BTV4,ENSMUSG00000030095,193.04346053591817,75.58814725079996,38.214285714285715,15.18874896882871
ENSG00000175792,Q9Y265,ENSMUSG00000030079,250.88419059193942,72.8374460318185,27.942857142857143,7.047897356152199
ENSG00000179562,Q96CN9,ENSMUSG00000029708,338.7665918747667,112.33172288683004,,
ENSG00000181789,Q9Y678,ENSMUSG00000030058,1392.9199348044426,165.8122727925649,102.67142857142858,23.1285331921211
ENSG00000183785,Q9NY65,ENSMUSG00000030137,81.78919996995843,46.72976183137935,,
ENSG00000188037,P35523,ENSMUSG00000029862,6.267725238586786,6.8539294364472845,,
ENSG00000196975,P09525,ENSMUSG00000029994,905.7775454405936,121.07567513979075,79.78571428571429,17.759732408966503
ENSG00000197548,O95352,ENSMUSG00000030314,710.7246615410756,56.57756207773858,60.34285714285715,12.970460945658685
ENSG00000198074,O60218,ENSMUSG00000029762,92.4852507122414,86.7084570460958,50.24285714285714,12.371588033724306
ENSG00000198074,O60218,ENSMUSG00000052131,719.92871836866,1821.776522652645,50.24285714285714,12.371588033724306
ENSG00000198074,O60218,ENSMUSG00000061758,82.45082645196514,59.6364428811318,50.24285714285714,12.371588033724306
ENSG00000198380,Q06210,ENSMUSG00000029992,415.35488075104905,117.27501526301175,43.199999999999996,10.929928331573512
ENSG00000143799,P09874,ENSMUSG00000026496,664.0262292169739,113.32879317867264,,
ENSG00000143862,Q96BM9,ENSMUSG00000026426,285.6646883301484,52.81797069096752,53.98571428571429,12.708452380394789
ENSG00000144579,Q9GZU7,ENSMUSG00000026176,3660.541094942818,1360.889257970017,14.571428571428571,3.566377380346564
ENSG00000148484,Q15404,ENSMUSG00000026727,409.8312381753723,112.21276513957679,,
ENSG00000151414,Q8TDX7,ENSMUSG00000026393,905.238553596846,230.47819924483844,58.41428571428571,10.803923449597463
ENSG00000152465,O60551,ENSMUSG00000026643,505.301638616322,62.59371504441401,35.91428571428572,6.951121869029146
ENSG00000153827,Q14669,ENSMUSG00000026219,1860.0237391241171,286.44825280623354,39.51428571428571,11.77347705245829
ENSG00000158710,P37802,ENSMUSG00000026547,407.8894030417249,152.6793036886026,234.64285714285714,50.30277848995544
ENSG00000158716,Q9BVJ7,ENSMUSG00000026544,720.147491951407,212.63227962378903,109.27142857142857,12.879662817236884
ENSG00000159176,P21291,ENSMUSG00000026421,235.04474649968057,155.95515443835274,9.671428571428569,6.978231458307634
ENSG00000162909,P17655,ENSMUSG00000026509,1013.3930056059713,130.56730750502402,48.17142857142857,10.982973836157232
ENSG00000163050,Q8NI60,ENSMUSG00000026489,10536.04074957353,6619.45085385446,145.35714285714286,28.189824236347953
ENSG00000163554,P02549,ENSMUSG00000026532,14.6522935465802,27.98320609686736,19.085714285714285,4.577273049691112
ENSG00000165983,Q96BW5,ENSMUSG00000026730,2924.931248155401,486.2553695170141,89.61428571428571,15.508538354879285
ENSG00000173692,Q99460,ENSMUSG00000026229,3083.5278975748597,869.5226475250463,102.92857142857143,20.6847539898121
ENSG00000175084,P17661,ENSMUSG00000026208,346.50926692453214,534.3654950855637,141.21428571428572,52.09518303296472
ENSG00000186205,Q5VT66,ENSMUSG00000026621,8533.707722128554,1446.6064733929175,60.371428571428574,16.058093938957416
ENSG00000266028,O75044,ENSMUSG00000026425,453.6050440205923,114.11956604229931,12.271428571428574,2.5727509827124
ENSG00000085832,P42566,ENSMUSG00000028552,630.3593158889718,201.84528346569374,23.84285714285715,4.255136951519948
ENSG00000085840,Q13415,ENSMUSG00000028587,1.5253058211483244,2.6826188977835956,,
ENSG00000090273,Q9Y266,ENSMUSG00000028851,988.0052402884199,241.86723591537813,194.44285714285715,37.70644759820515
ENSG00000097021,O00154,ENSMUSG00000028937,401.83935560030164,78.24853474187078,27.071428571428573,7.5599193747275475
ENSG00000105819,O75439,ENSMUSG00000029017,2293.5023238252743,821.2641683698668,66.17142857142858,9.276801583468712
ENSG00000105821,Q99543,ENSMUSG00000029014,610.931094010031,214.87299518165293,,
