mouse_ensembl_gene_id,hgnc_symbol,mouse_accession,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_prot,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_prot,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_rna,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_rna,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_rna,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna,RNA-Seq,Proteomics,STD_rna,STD_prot,Protein-Rna_Ratios
ENSMUSG00000024899,PAPSS2,O88428,1.7102179174723986,1.573385241684125,1.3288550287446397,1.3317107851658558,1.3304200837368907,1.4603711630634413,1.468355803590808,6822.16455801213,7548.10110752154,4666.13852484235,2458.75015070328,4066.62161268505,2751.96116715477,5494.34793047745,4829.726435913796,1.4576165747797367,1929.9749259874204,0.1448812687963723,0.00030180106350142626
ENSMUSG00000025240,SACM1L,Q9EP69,0.6131795376598316,0.4786687587627375,-0.0381204609765446,0.5999375969837052,0.3728526755859642,0.4868865729770609,0.6385882057997331,1488.9319339089,1149.40287442385,1355.55195193715,1150.61399141745,1254.76191804735,896.000456792817,920.862940712366,1173.7322953199835,0.45028469811321253,216.47912169773304,0.23490054618177034,0.00038363492246795147
ENSMUSG00000025232,HEXA,P29416,0.0196788000468016,0.0625250691088872,-0.2236978950768957,-0.2646997853211554,-0.1283855765036508,-0.2157210649123896,-0.0700898430365177,1012.89317092561,949.697265566958,741.226427858241,625.103265421493,691.487740234077,616.195265331173,676.589281434051,759.027488110229,-0.11719861367070292,158.54234105476868,0.1266134398625095,-0.00015440628370718884
ENSMUSG00000025176,HOGA1,Q9DCU9,0.6050683740217586,0.5055307780253498,0.0483050269711949,0.1019551812193242,0.3374076436402075,0.2693507991789959,0.3610950882453373,2024.56647621073,2986.33670508817,3642.23463065629,1621.78535589241,2475.92115214126,2038.42814118206,2895.45560417683,2526.3897236211074,0.3183875559003097,695.6603485066494,0.2006598792631046,0.0001260247193548431
ENSMUSG00000025381,CNPY2,Q9QXT0,0.0767414361008565,-0.1044404801441032,-0.1999672111162778,0.0929161591703251,0.0145735032592716,0.1013982149080604,0.0463073575149448,1181.26242859535,1636.11884845895,2450.38905823056,2115.45908572614,2571.44053815855,1762.7972040489,2099.43882954107,1973.8437132513602,0.003932711384725345,484.2227937719824,0.11397913030908856,1.992412751994074e-06
ENSMUSG00000056698,ELMOD3,Q91YP6,0.9680394356915498,1.372555635678876,0.8137211002827487,0.9569532740987132,0.7815454030865786,0.7264531702219535,0.6407714760851119,298.979725989479,471.917208411907,338.179441830993,341.344508743851,310.544979915024,340.363959501712,546.98475362435,378.33065400247375,0.8942913564493615,93.55540296597376,0.2414357121391321,0.0023637824400121544
ENSMUSG00000055401,FBXO6,Q9QZN4,-0.0973713292863281,0.2156499697432172,0.2395883511206063,0.1403179870787645,0.318474130295037,0.2722988572398452,0.1960701080191802,677.886881978308,818.600450724618,1418.43348342526,1098.56369476266,1093.15685489119,1067.51302749958,887.178344181674,1008.7618196376128,0.1835754391729032,240.4480496174673,0.13613359505466993,0.00018198095486886168
ENSMUSG00000054808,ACTN4,P57780,0.6258093261209835,0.4660487355893842,0.4214296594105418,0.4749790868142235,0.602026502457078,0.5014980682519642,0.6209732759400631,3959.05875068784,3469.90416374835,2681.32456601784,3087.51849700463,3064.27345842807,3429.79413590448,2840.34507338151,3218.8883778818167,0.5303949506548912,433.7387939817064,0.08402304558639315,0.0001647758133831023
ENSMUSG00000054676,C19orf12,Q8WUR0,0.4888206507200693,0.2572493362209023,-0.2928772520745151,-0.4410729547845227,-0.0426799826708192,-0.4150620339693094,-0.2639407602593928,2472.7776575064,3965.86061551739,3661.78385784661,1813.7602630185,2805.06673618605,2091.98356121824,3398.02909639468,2887.0373982411243,-0.10136614240251252,815.2268458712626,0.35526572681407975,-3.511078258434339e-05
ENSMUSG00000055775,MYH8,P13542,-0.7150004413016013,-0.5450360736440132,-1.3288245125105582,-1.924755147289272,-2.24834463470942,-1.5293159915501748,-1.6257198001637942,2.55279094490517,4.65378975408935,1.17983661123098,0.0,1.07030257002489,0.952118017476672,1.16360261222181,1.653205787135553,-1.4167138001669763,1.5188228358558626,0.614549542442496,-0.8569494561361672
ENSMUSG00000055723,RRAS2,P62071,-0.3428492430558307,-0.5398000477545701,-0.4164358030885048,-0.0922233171368119,-0.2388455767880478,-0.2023874100506455,-0.3297437651694391,348.033630914644,352.865158834766,258.916061931309,244.103596801508,309.124622744785,174.793684614049,223.336182499275,273.0247054771909,-0.30889788043483574,66.40508017668148,0.14700744513112274,-0.0011313916808185762
ENSMUSG00000054693,ADAM10,O35598,-0.1991734353794945,-0.3931865066367342,-0.277698296642515,-0.3663191489824716,-0.3609808468372426,-0.3581572210818478,-0.5378019505605094,834.962871033644,546.138696876704,400.042690633824,365.712702342717,414.215945760468,366.351592052348,310.080552577312,462.5007216110024,-0.3561882008744021,179.72213394969214,0.10432019056695398,-0.000770135448943111
ENSMUSG00000069456,RDH16,O54909,-0.1665092398288465,-0.4543625680834047,-0.828113027710254,0.240282767713488,-1.0638846325669582,-0.4364613391964047,-0.1949344680193534,2292.32691409123,3124.3938502645,2303.55672307118,2549.14149778041,1864.71388777067,2136.50975448488,3529.2131039037,2542.836533052367,-0.41485464395596194,585.3985928392715,0.4346062384334561,-0.00016314640700005172
ENSMUSG00000055900,TMEM69,Q3KQJ0,-1.168197539603696,-0.8512181743291487,-1.6364495302628832,-1.7224745351080968,-1.4914956907023644,-1.4179075028666537,-1.6723606592757736,233.463443057411,237.351279578875,238.831354817833,176.622577206061,203.024349316333,164.68458590202,179.23209712766,204.74424100088473,-1.4228719474498022,31.883575483320353,0.31464336052194725,-0.006949509009357942
ENSMUSG00000056071,S100A9,P31725,-1.4807789209513704,-0.6552899081524142,-1.2441580893906767,-1.3361322381059233,-1.0638846325669582,-1.186187386877747,-1.3489196193261908,19.9736850345823,69.7024117573035,142.417892578388,307.719438061663,238.049262338569,62.7870942438723,191.179337942005,147.40416027948328,-1.1879072564816116,104.3190518487013,0.2695364549103788,-0.008058844840127302
ENSMUSG00000039835,NHSL1,Q8CAF4,-1.6724759804073983,-1.6019088969828488,-1.775835416794635,-1.2496200368759351,-1.8655067657460485,-1.816222768991362,-1.0626172232669358,170.309802483394,178.756730356716,184.938942469904,78.3144298998251,143.613087112138,138.377299000241,109.638339637694,143.42123299427314,-1.5777410127235947,38.946481471341535,0.30591359444469174,-0.011000749190230393
ENSMUSG00000039653,BAAT,Q91X34,0.3284867060654503,0.0655609603461304,0.2153057501401425,-0.0623788744501922,0.4247887527265659,0.0755555027543721,0.1992598938439357,3747.8764275592,4959.99164634209,6103.28897267686,5143.63838802251,6032.63345886057,4242.30814982595,5490.48225651984,5102.888471401003,0.17808267020377208,876.9446993280195,0.1664902436331403,3.4898405325107825e-05
ENSMUSG00000040213,KYAT3,Q71RI9,0.1879527105171746,0.0064130059272683,-0.1675470355691169,-0.1562390101199612,0.0886947303539648,0.2796366365247783,-0.261573518853848,2573.10917467062,3834.55034660373,3941.61502666961,3295.50932902794,4236.3840186213,3417.47049612755,3741.36241040912,3577.1429717328388,-0.0032374973171057247,543.6852476727431,0.20093976094422358,-9.050511379301725e-07
ENSMUSG00000040048,NDUFB10,Q9DCS9,0.5684316728434939,0.4681620381205319,-0.5233524108561614,0.2147413231371306,-0.1052085227346074,0.2796366365247783,0.1286792493290789,1906.46604024037,2645.79526119535,3655.11604773343,3439.75605246328,3894.59956144609,2666.53870364249,2980.34128965171,3026.9447080532454,0.14729856948060638,689.2809169914211,0.3688377225361714,4.866245791960311e-05
ENSMUSG00000040325,DCAF1,Q80TR8,-2.221829279051088,-1.8951871230135116,-1.628274945975056,-1.8985028687472871,-1.6634472551131,-2.3258672294524976,-2.0535912518772323,566.039928481729,403.643868264054,493.355349698338,612.62879431475,459.361930490024,395.979624140687,720.203462977281,521.6018511952661,-1.9552428504613961,118.37085053098497,0.26362282343810317,-0.003748535105810877
ENSMUSG00000040269,MRPS28,Q9CY16,0.4680108231285078,0.5554339151211616,0.3951528231701843,0.3719721323499061,0.5154587452804573,0.4942151512245177,0.4218661918998928,279.246872992609,383.614361640138,647.910121807453,752.686028512292,708.17238913235,552.560307636515,515.862236244395,548.578902566536,0.4603013974535183,172.16066366962286,0.06686524721035247,0.0008390796570921522
ENSMUSG00000039630,HNRNPU,Q8VEK3,1.2284307349035808,1.1561258141790722,1.1614893144720444,0.9640284133558192,1.2571953341742454,1.1532128252701048,1.11892981158561,4546.57948122286,5048.15404419646,4686.90761892631,4736.34801896252,5268.2541893513,6155.80149452335,4993.38644554276,5062.204470389365,1.1484874639914966,541.0242687111377,0.09430168373335547,0.00022687496538502313
ENSMUSG00000040118,CACNA2D1,O08532,-0.6567752502089401,-0.9988055063792284,0.695084755680936,0.7437771349531668,0.6435963829127872,0.0329806818741835,0.7167642989141205,752.318100815456,13.6930855455098,31.1732837477571,27.4274770103954,17.0367313866932,23.1500916380529,32.7410916146719,128.21998025121945,0.16808892824957505,275.290657975365,0.7299076754394095,0.0013109417730391237
ENSMUSG00000028268,GBP4,Q61107,-1.402713315615578,-1.3700305057870483,-1.454725424304179,-0.9421304143738736,-1.321949318720846,-1.3219435348523505,-1.3610012403099796,408.898261285087,363.280049531551,501.62250605869,1270.84186967312,608.572192057751,670.422128567259,718.672763260943,648.901395776343,-1.3106419648519794,304.0393923920693,0.16899535344202266,-0.0020197860158459556
ENSMUSG00000039977,DEUP1,Q7M6Y5,-0.8247128543959288,-0.8863205633467028,-1.2796822896062952,-0.6702236025273919,-1.2395339014349196,-1.1508398519778409,-1.039345672344549,7.73391352193567,6.84838152599397,0.0,6.35846245071306,0.953305702860937,0.960133320340268,1.17339556906529,3.4325131558441706,-1.0129512479476612,3.3634375171248174,0.2277155909722432,-0.2951048406684234
ENSMUSG00000040354,MARS1,Q68FL6,0.5502691242559009,0.6703187586757158,0.6136108109958145,0.5803668724966028,0.6045135921816355,0.6372913661702062,0.5166014991784267,592.125548658954,661.13307111419,1516.03159141682,2027.28952946047,1546.94355883103,1381.48623918746,1174.62977732896,1271.3770451425548,0.5961388605649004,510.30396271609965,0.05204256488017689,0.00046889226358342624
ENSMUSG00000039646,VASN,Q9CZT5,0.3948102930131044,0.4911472459821261,0.3004205528260998,0.0989501167927753,0.6952657232274614,0.485660663686377,0.553616226823575,153.666439748405,121.665119299948,108.805488198256,124.67106841364,182.229606128744,171.520546505056,100.974671484204,137.64756282546472,0.4314101174787885,31.602046776333637,0.19152598839617854,0.00313416459124533
ENSMUSG00000039648,KYAT1,Q8BTY1,0.0409373712195466,-0.147655754609408,0.656742283685047,0.070000530851386,-0.075756487222586,0.1250132484142529,0.0625377726524863,1844.74627768837,2850.08754029085,3974.34488608431,2831.25871983195,2320.21696506024,3836.86664501607,3336.21223567845,2999.104752807177,0.1045455664272464,775.7136819774244,0.26091457547044467,3.4858924593877966e-05
ENSMUSG00000020003,PEX7,P97865,-0.1104272720096179,-0.3750203325227345,-0.0566288618549996,-0.2081973291646019,-0.1983514172870984,-0.0263108561920085,-0.4623713808584431,1656.10035301162,1832.32929962525,1691.95709955523,917.97311028123,1926.46974698456,1035.49061626411,1377.50104329195,1491.11732414485,-0.20532963569850055,392.1122300181887,0.16232088217117077,-0.00013770186448357194
ENSMUSG00000019838,SLC16A10,Q3U9N9,0.2768387010431175,0.4251139825239698,0.5171407658408306,0.9849945559827258,0.4072435928145974,0.4733303341451972,0.4530270487968044,2624.64965767683,3506.44725610745,1956.15206153045,1542.666660635,2403.16996498505,2011.8160400748,2453.46080658868,2356.908921085466,0.5053841401638918,625.4693507279994,0.2244404017738312,0.0002144266737007126
ENSMUSG00000018848,RARS1,Q9D0I9,0.4732492699022318,0.5156920673522907,0.606650036696017,0.5970232853472459,0.4377751230998591,0.4758068274476555,0.4165907711718002,600.983376467664,600.495863812202,511.48997090414,589.605829592122,667.405544663062,561.032322599871,502.948861698681,576.2802528196773,0.5032553401453,56.98801463757204,0.07426277044640911,0.0008732822922231428
ENSMUSG00000019027,DNAH1,E9Q8T7,-0.1437418221650457,-0.0129379765706059,-0.0607826611165362,-0.135730439205241,0.0411607954778666,-0.1697038903296426,-0.2061555940220333,14.3069844183517,0.0,9.83958513445683,9.73811477221645,0.991788293879853,13.6505639077672,6.4694647019456,7.856643032659661,-0.09827022684731972,5.67781871897414,0.08975974852156009,-0.012507915459416374
ENSMUSG00000020120,PLEK,Q9JHK5,-1.5105570206350891,-0.9600331706076076,-1.2617828481987172,-1.4070142231292757,-1.3826540194597754,-1.2991349204202445,-1.4169735562465748,125.435560587238,81.482463416983,85.3362265451492,94.5460490135302,49.3089890934344,100.63574212479,66.2494344046974,86.14206645511744,-1.3197356798138977,24.49294427186931,0.17823816810758955,-0.015320455314379054
ENSMUSG00000019795,PCMT1,P23506,0.4666974132513591,0.2849726003709551,0.3881367705402196,0.0622586447697351,0.3232366474284487,0.3099619845370344,0.4112913711761937,758.590948572906,828.195836185293,616.521847632388,765.82922263273,740.40411905888,759.289096683135,684.75434837535,736.2264884486688,0.32093649029627797,67.53119106962707,0.13054979156673788,0.0004359208685530123
ENSMUSG00000020056,WASHC3,Q9CR27,-0.5780004612196488,-0.2002910692501767,-0.6039271138749212,-0.7001186036277512,-0.7364501719045295,-0.6458045385401607,-0.6947668330469771,328.575106696076,396.349800082502,458.182334312854,294.672178221672,420.951271959078,301.361573409107,430.18811067908,375.7543393371956,-0.5941941130663093,66.53172928027918,0.1824608933403134,-0.0015813366629762048
ENSMUSG00000020130,TBC1D15,Q9CXF4,-1.6988935807208585,-1.8951871230135116,-1.4617500593149946,-1.6646432501125092,-1.95283096904702,-1.3870639086027137,-1.729243452409507,1147.18451208527,980.808206046277,784.012025708878,406.480105331786,767.224996984985,541.73828266933,750.27185100838,768.2457114049867,-1.6842303347458736,248.84067057098395,0.20699407015436888,-0.00219230684889306
ENSMUSG00000019916,P4HA1,Q60715,-0.1192156849838473,-0.0227411540669178,0.0137314525581406,-0.1431455550208449,0.0,-0.1957771884674801,-0.0133026087726945,248.068964403192,190.612618069469,177.117759752234,272.095718056629,201.135500905289,361.723044697473,196.506850832786,235.32292238815316,-0.06863581982194915,65.26102777375017,0.08260173417471181,-0.00029166652838323104
ENSMUSG00000020078,VPS26A,P40336,-0.103880469856891,-0.1222433151149594,0.1702598102199467,0.0513310606805667,0.2188576678834146,0.0668127215217671,0.0978162885222851,912.238463158131,798.775774842829,970.224481424812,789.977362560488,890.211981043204,679.654441045088,777.392586041246,831.2107271593998,0.05413625197944711,98.31020843738057,0.12830521506341808,6.512939524307355e-05
ENSMUSG00000019718,L3HYPDH,Q9CXA2,0.155548767115203,-0.2315254977410975,0.0539674422726009,0.0497614056937856,0.2630820314473449,0.1132653665982786,0.0463073575149448,362.290231595351,335.096671070819,670.651151386868,636.95396146558,711.584435332194,358.324996038854,646.189220744432,531.5843810905855,0.06434383898586575,169.93300033578828,0.15187320367686033,0.00012104162814915576
ENSMUSG00000019210,ATP6V1E1,P50518,0.636038951135067,0.6895179612003433,0.8059212452191941,0.582339107569037,0.7719123381491305,0.6785697809042559,0.763825820484816,1587.98507683298,1496.94004626738,1767.13508252728,1482.63387080013,1705.76234276083,1000.75661433945,1515.96203776697,1508.1678673278602,0.7040178863802634,248.59047980547712,0.08047324074716664,0.000466803398767292
ENSMUSG00000019368,SEC14L4,Q8R0F9,0.7273035686015843,0.1417196007733945,1.1764656267170437,1.0331326370830576,0.9563125496017624,0.6764880271901269,1.000187288861817,3906.37937603714,4350.87873140156,3557.35840910828,2356.91831908155,2954.72122693088,3945.52946780522,3603.02370918451,3524.9727485070202,0.8159441855469692,670.9617964394324,0.34464457574910956,0.000231475317331902
ENSMUSG00000019897,CCDC59,Q8R2N0,1.7124052417223083,1.718337197340894,1.43600601936793,1.4665507597611616,1.5534775532441767,1.3747291959296426,1.4384810595128188,272.283584708987,387.091670758898,505.33877280474,420.705905237948,423.812037467355,427.35554169955,340.99087537206,396.79691257850544,1.5285695752684187,73.85650102562045,0.13821773786218616,0.0038522718469136135
ENSMUSG00000019822,SMPD2,O70572,-0.3162869321467462,-0.3483153678793629,-0.6656537178402868,-0.0265575649555347,-0.5368724788383182,-0.4582597219848841,-0.7120392377277274,298.696365921129,483.607812439611,550.843606463534,454.75951991823,515.812188802422,475.750655167931,646.663223475776,489.44762459837614,-0.43771214591040863,105.66639250972736,0.2342547203109551,-0.0008942982331757767
ENSMUSG00000020124,USP15,Q8R5H1,0.3314526382541333,0.0379350418130613,0.1787360423739634,-0.0248794987856929,0.0906335342886884,0.2825588990506065,0.2306867559878083,812.006877635957,804.224797709724,632.019359137426,558.538539164816,669.243839148472,589.867476542571,636.416975036023,671.7596949107128,0.16101763042608117,99.64635210361313,0.13143381624011152,0.0002396952833668934
ENSMUSG00000018909,ARRB1,Q8BWG8,-1.4375315237758346,-1.0891812721874152,-1.4902862910559131,-1.5443295672705253,-1.1343253787003127,-1.351094781344886,-1.3917646607972527,714.339809600511,415.634083556055,287.553706115603,185.910819432644,186.314164247145,209.031558737251,132.425060130118,304.458457402761,-1.34835906787602,203.04429425855673,0.17386516792660836,-0.0044287128016690545
ENSMUSG00000019373,COPS3,O88543,-0.5326045886644375,-0.2883887770279603,-0.7921562887464435,-0.6126837826319619,-0.5844996438300436,-0.555724851680071,-0.6120466170260747,571.952748706156,619.792957616227,798.803200502918,1080.46995158942,942.911632692642,840.808226671089,917.601566774836,824.6200406504696,-0.5683006499438561,180.19484955661596,0.1494659061580755,-0.0006891666730480794
ENSMUSG00000019312,GRB7,Q03160,-1.072068797249705,-1.3482130724836228,-0.776529867506104,-0.9346668334050774,-1.0175155421165534,-1.102128453731755,-0.9897268652745664,1770.27469780689,2197.72099808853,2262.33600897884,1750.40079187227,2190.00713751699,2595.90666842658,2242.08547006644,2144.10453896522,-1.034407061681055,296.48981753316065,0.1747422909503014,-0.000482442456924361
ENSMUSG00000019710,MRPL24,Q9CQ06,0.7189220304095553,0.9058516446737196,0.6376465752025322,0.4932330768165811,0.4491974013943533,0.5242657625390822,0.5031795551169779,944.222321128968,1154.67158646171,1885.97733480022,1762.48918257886,1783.69409161982,1494.81353154899,1641.99019017972,1523.9797483311843,0.6046137208789716,351.82023543059034,0.1623814492954731,0.00039673343529731715
ENSMUSG00000020122,EGFR,Q01279,-0.187399109756988,0.133193478990225,0.5095680510841729,-0.1265287470049219,-0.3811947794978518,-0.620253698240679,-0.5930375112696188,3151.86591495738,7165.54008264352,9182.38315256673,1662.32055553033,1922.51087832238,1301.23630534149,2307.28461044317,3813.3059285435706,-0.18080747367080877,3089.8329229980686,0.4044350491347088,-4.741488804174314e-05
ENSMUSG00000035780,UGT2A3,Q8BWQ1,0.6506536920837321,0.5728648739360964,-0.0504261955972148,0.94195124395174,0.2066563882699999,0.55471990436156,0.5664730246920935,4170.43308234742,5554.06859458909,5733.99281122611,3193.41342526683,4477.98066928067,2399.02533577841,3837.89560741864,4195.258503701024,0.4918418473854297,1200.8657745613389,0.3212717543688867,0.00011723755448002326
ENSMUSG00000035459,STAB2,Q8R4U0,-1.0669604252225977,-0.9524382370350072,-0.824061791608822,-1.1969433515869192,-1.043046298050344,-0.950225152272454,-0.925297987598064,825.951592197678,1147.46050826228,723.695985748912,676.229526259424,656.605942120117,1116.85171646058,826.260890831446,853.293737411491,-0.994139034767744,201.7872914795077,0.11983127739546841,-0.0011650607419005725
ENSMUSG00000035637,GRHPR,Q91Z53,1.0021159014067325,1.1775344903592648,1.1513955022252558,1.0443636821952935,1.1303903756654412,0.9946501646153412,1.067894227100198,1965.14063836345,3304.00192491438,2280.28159228566,1230.27188969229,2132.43554693862,1554.15214424909,1853.0229824617,2045.6152455578845,1.0811920490810754,657.7780532355508,0.07292297504709366,0.0005285412549739824
ENSMUSG00000035561,ALDH1B1,Q9CZS1,0.7062321499394607,0.7452044324112898,0.6296904130475623,0.9576627639153132,0.5340908489324294,0.7363928933938473,0.6804415483345034,2617.67211069078,3004.24673304055,1403.74246857835,1169.1446024297,1578.19199500447,1346.1329099626,1300.95101026145,1774.2974042811286,0.7128164357106295,727.2569577029019,0.13006332642679116,0.00040174574679008394
