mouse_ensembl_gene_id,hgnc_symbol,mouse_accession,Mmus_C57-6J_LVR_GC_I_Rep1_M31_prot,Mmus_C57-6J_LVR_GC_I_Rep2_M32_prot,Mmus_C57-6J_LVR_GC_C_Rep1_M36_prot,Mmus_C57-6J_LVR_GC_C_Rep2_M37_prot,Mmus_C57-6J_LVR_GC_C_Rep3_M38_prot,Mmus_C57-6J_LVR_GC_C_Rep4_M39_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_GC_C_Rep1_M36_rna,Mmus_C57-6J_LVR_GC_C_Rep2_M37_rna,Mmus_C57-6J_LVR_GC_C_Rep3_M38_rna,Mmus_C57-6J_LVR_GC_C_Rep4_M39_rna,Mmus_C57-6J_LVR_GC_C_Rep5_M40_rna,RNA-Seq,Proteomics,STD_rna,STD_prot,Protein-Rna_Ratios
ENSMUSG00000069456,RDH16,O54909,-0.722647513945179,-0.5086596325080341,-1.1480407729452329,-0.7290433213478629,-1.1305928608223133,-1.127465343905914,2877.80813186074,4302.77800795372,1982.73737141646,3519.26145956984,3130.53399297597,2741.26980466169,3173.71879627912,3104.01536638822,-0.8944082409124228,713.5639882452853,0.2757091010757187,-0.0002881455583620841
ENSMUSG00000055900,TMEM69,Q3KQJ0,-1.413504833756864,-1.102058691924967,-1.949256918729634,-1.69689387215674,-2.0726254745676385,-2.1013441815981784,276.06171753932,250.726050344016,317.529119879518,277.627158195335,265.207572452913,226.321988859587,380.945538159276,284.91702077570926,-1.72261399545567,50.67452717785182,0.399652470880536,-0.006046019963165825
ENSMUSG00000056071,S100A9,P31725,0.5645577462899738,0.1744590539156288,0.234029972943675,0.2751032897234768,0.102158494499032,0.4550561226820827,31.6139155543781,61.3544617103136,149.077056451568,58.9311340078785,124.580166268805,86.7484448084658,58.9218064769668,81.60385503976796,0.3008941133423115,41.56044318311108,0.17544348763420758,0.00368725366216678
ENSMUSG00000039835,NHSL1,Q8CAF4,-0.4730772714925755,-0.0102020913673253,-0.6640434349219076,-0.2329411125784851,-0.3016739369481783,-0.4782115605097581,161.46725983874,156.932388403207,70.381510413599,80.9582726820812,74.2116035325371,91.7788097997523,67.6164706959788,100.47804505227077,-0.3600249013030383,40.904534849163554,0.22852015944013873,-0.0035831200847483238
ENSMUSG00000039653,BAAT,Q91X34,0.4780116927518217,0.6231355027354323,0.6739439662083573,0.6823059743481316,0.5270621552790562,0.5024440900190006,5048.36052393444,4585.82111184628,6241.00441468634,5241.73529211243,5089.58685186078,4093.15656554966,5347.61275940534,5092.468217056467,0.5811505635569666,666.3061922976713,0.08984838271616552,0.00011411962505931583
ENSMUSG00000040213,KYAT3,Q71RI9,-0.4866976902064274,-0.1655580819273443,-0.5077955632608835,-0.3004898613322532,-0.5130776834035976,-0.4782115605097581,4395.3186609107,5640.60011948782,6994.75158601039,5507.53453065632,6019.91546495476,5012.17181068966,5094.10930354407,5523.485925179103,-0.4086384067733774,831.0237559027908,0.14314854651369857,-7.398197665546274e-05
ENSMUSG00000040048,NDUFB10,Q9DCS9,-0.3666973559983356,-0.0552952732342079,-0.4144643817355489,-0.2525331183603637,-0.7543744876677886,-0.5996393855681553,2067.64999339128,2822.12354132589,4867.62298076363,3221.42645676665,3261.3493147904,3065.05466830928,3387.39696471874,3241.8034171522672,-0.40716733376073333,841.7532871002369,0.2477963082905405,-0.00012559902047311856
ENSMUSG00000040269,MRPS28,Q9CY16,0.5632357091001328,0.4084426306009662,0.2378104739570605,0.4153278715395868,0.3821059005447483,0.456328669070344,291.017082390681,346.738386820075,545.410215958656,443.984228940419,470.582468755511,409.962737477025,477.880092521044,426.510744694773,0.41054187580213974,85.6538886299963,0.1059092929093942,0.0009625592811171471
ENSMUSG00000039630,HNRNPU,Q8VEK3,1.0639262143416042,1.073131590086238,1.1187526850232192,0.9237657111861256,0.8890625604021379,0.9846247903421252,5004.78343358428,4225.20935593063,4416.73662665396,6310.60155573456,4812.17441845151,5105.19979951854,6151.59493430508,5146.61430345408,1.008877258563575,804.1809586709686,0.09101575204182723,0.00019602736849475602
ENSMUSG00000040354,MARS1,Q68FL6,0.160629351073136,0.2790616849042722,0.2226120526380983,0.1288435840250757,0.2605715506420664,0.2087958466050154,583.234437864953,587.289351506633,900.862583554823,847.981199254753,1163.71371683538,886.451762406854,880.931393099674,835.7806349318671,0.21008567831461067,200.85578314099266,0.0574652811670106,0.00025136461594582995
ENSMUSG00000039646,VASN,Q9CZT5,0.0249552769848508,0.1148568942621082,0.1337826781005399,-0.1971075883912768,-0.1087550035304332,-0.1201348903072581,134.901553257887,152.209218791414,138.235497853826,115.040045140373,164.94901919845,165.011036876027,173.355405773987,149.10025384170916,-0.025400438813578202,20.74471127837322,0.13634737055081986,-0.00017035811917895412
ENSMUSG00000039648,KYAT1,Q8BTY1,0.1277521094857672,0.2446505182088472,0.3120608301110326,-0.0374613746872334,0.4492463747615097,0.2213606193316335,2419.00916050684,1541.75243936146,2956.19756476278,2422.84693153182,2174.9964105609,3277.01828101662,2099.31840247146,2413.019884315983,0.21960151286859278,570.9405133535624,0.16518697050503695,9.100692219568803e-05
ENSMUSG00000019977,HBS1L,Q69ZS7,-0.4764666440598215,-0.8156734563533069,-0.739086182468859,-0.7366400559890073,-0.8828743281311514,-0.8177515771929413,1644.39176164747,1530.02567266713,1323.06451626968,1491.4620517808,1170.54050763863,1360.49593474734,1285.73972018864,1400.8171664199558,-0.7447487073658478,162.36858856141404,0.1424861439163998,-0.0005316530416807992
ENSMUSG00000020003,PEX7,P97865,0.4372541326388465,0.4590547069326569,0.5463851628116583,0.3379912971763459,0.5976529346319873,0.3300526057306642,1893.61029294481,2132.14265102084,2140.21659504228,1689.90198719651,1862.72282193012,1586.28450511157,1734.06443918028,1862.7061846323443,0.4513984733203598,213.45648882410057,0.10794213829878192,0.0002423347691892995
ENSMUSG00000018848,RARS1,Q9D0I9,0.3477114232626012,0.2658083943358038,0.4379188984845352,0.3069899283833088,0.4075843577286804,0.3594975671358195,689.925986057963,610.419754827347,624.142242945293,455.998505371496,514.534248366076,523.675259330954,593.468829538684,573.1664037768304,0.35425176155512483,79.21148520795282,0.06319930410629472,0.0006180609317308438
ENSMUSG00000020120,PLEK,Q9JHK5,-0.0439501692078446,-0.4373697324396954,-0.2637205173090305,-0.2402478934058053,-0.2182400553643694,-0.1222425089903521,163.124012976918,143.106703175199,64.0052526980697,38.9396171089263,100.099522817134,109.929959320416,80.8035284302962,100.00122807527988,-0.22096181278618288,43.462511762331225,0.13425250707126574,-0.002209590992421064
ENSMUSG00000019795,PCMT1,P23506,-0.4866976902064274,-0.2326762629968704,-0.4370851124487968,-0.3614408380916852,-0.6191381674943114,-0.397599567141948,875.318423048068,897.782119410383,765.714947886716,787.361031074341,851.296191553536,774.618650852935,733.992042766502,812.2976295132115,-0.42243960639667316,62.10657076053573,0.12913707438491773,-0.0005200552002716419
ENSMUSG00000020056,WASHC3,Q9CR27,-1.0400298556238652,-1.6022065451594685,-1.0614740350085323,-1.3314900816480424,-1.4613298043190257,-1.1901321394608662,315.057162700605,330.693872459159,616.912269966125,370.461798518181,478.533429834345,444.245387664457,370.750514483337,418.09349080374415,-1.2811104102033,105.38115628491475,0.22483633427291844,-0.003064172101174045
ENSMUSG00000020130,TBC1D15,Q9CXF4,-1.5574256656858885,-1.824388529293328,-2.0587939589430126,-2.105538410675305,-1.7571008225773268,-1.6618144523987055,1419.6005629834,1138.06573593568,776.977539114217,784.530574187648,669.383326026528,654.235201653503,845.455395444757,898.3211907636762,-1.8275103065955942,280.37698590852534,0.2173291626947129,-0.00203436179106718
ENSMUSG00000019916,P4HA1,Q60715,-1.4958744115065992,-1.9624967293769509,-1.72150796439389,-1.7907908080479686,-1.5919175643604155,-1.1325583715332528,222.457997261606,281.26131700263,183.96921340085,272.619263162431,319.492999632073,317.853097829137,250.974250158287,264.08973406385917,-1.615857641536513,49.41685357717407,0.2865203475684533,-0.006118593164040919
ENSMUSG00000020078,VPS26A,P40336,-0.4970245041676192,-0.493258720508952,-0.3138172287183915,-0.4521884647445954,-0.2068051177695964,-0.4927032983806002,934.924905148749,925.454324386983,960.630818379923,786.681618661232,810.105527128925,657.341844723699,851.286111935578,846.6321643378698,-0.4092995557149592,106.2896840390312,0.12137654049263674,-0.00048344437284055035
ENSMUSG00000019718,L3HYPDH,Q9CXA2,0.0053899186390595,-0.0225419331508654,-0.3261779947408731,0.0525504126405336,-0.0438380490689995,-0.0329971492360637,392.237241847897,465.558999641665,628.46880430199,501.889256248474,543.672442899505,498.534747972662,583.029439352584,516.1987046092538,-0.06126913248620144,77.75316535097933,0.1342966618536693,-0.00011869292181308406
ENSMUSG00000019797,MTRES1,Q9CQF4,-0.0416589120957952,0.2658083943358038,-0.1465197341595693,0.1853332017570799,0.2859392036095627,0.0128972850677983,346.030401651057,366.401149713178,636.291690183223,463.043845600861,499.107613386931,482.277496286649,438.954309216936,461.72950086269066,0.09363323975248004,95.99089739836012,0.17749955618638782,0.00020278808171783839
ENSMUSG00000019261,MAP1S,Q8C052,-0.681010878165849,-0.680506138982503,-0.6640434349219076,-0.8362350462805509,-0.8787594349890556,-0.9754232339262286,147.170715342734,146.96583383279,144.403427506746,191.30175302928,125.487665841076,134.609957850109,171.246878863388,151.5980331808747,-0.7859963612110158,22.45599124719797,0.1296411264278864,-0.005184739832826377
ENSMUSG00000019210,ATP6V1E1,P50518,-0.8579072878660272,-0.8737286407297437,-0.6042170505653367,-0.9318878248066216,-0.725292605020996,-0.8692818800797876,1306.35544847277,1591.75710389749,2150.97664366909,1418.95466409059,1578.38387237777,1607.74719527446,1539.59597134555,1599.110128446817,-0.8103858815114187,266.7139925985675,0.12185934731216656,-0.000506773027757963
ENSMUSG00000019368,SEC14L4,Q8R0F9,0.6881699449979177,0.8535731504809676,1.0817828947239048,0.8359593638329295,0.8090127736266075,0.9169590234346472,5047.29967389432,4580.82940975676,3071.14645399198,3369.82342568109,3178.26385588127,3554.4005925833,3295.70421433314,3728.209660874552,0.8642428585161624,768.8565743996484,0.1304365694809107,0.00023181176412525873
ENSMUSG00000019897,CCDC59,Q8R2N0,1.1588698326175983,1.3783861639983992,1.3502680079189906,1.135808093682911,1.52503008335137,1.2808416773367413,375.138304534894,353.851329840916,445.133264497375,380.491322137258,480.661798731638,446.39987152562,607.177782238636,441.2648105009053,1.3048673098176684,86.43670028870983,0.14588447832663975,0.0029571071129293946
ENSMUSG00000019854,REPS1,O54916,0.1776462422175183,0.2865632386905933,-0.2696162674111309,0.2149822623954549,0.0951996549856752,0.0819938969406736,351.446736329008,400.450201204981,454.871203021818,679.272522041044,369.777842408549,431.614672389938,403.744579533253,441.5968224183701,0.09779483796979739,110.43582701506287,0.19544307272651115,0.00022145729544481704
ENSMUSG00000020124,USP15,Q8R5H1,-0.0416589120957952,0.0701950526912825,-0.1751541454550364,0.0006007814822248,-0.2869294535370035,-0.2707086486558817,1096.42482187519,1440.00791068029,588.1826545471,624.433818445377,619.250203065054,570.658569724029,842.796141542901,825.964874268563,-0.11727588759503492,330.5420145485816,0.14861495677402595,-0.0001419865314477073
ENSMUSG00000018909,ARRB1,Q8BWG8,-1.3148679186066186,-1.6022065451594685,-1.9234535447908043,-2.079865655067189,-2.120538520859932,-2.032027031039726,447.255229532512,489.480601806834,164.946023339867,239.277100739597,241.69020419944,247.740192755648,234.095648160495,294.9264286477704,-1.8454932025872897,122.34388939862608,0.3200639459172881,-0.006257469739313718
ENSMUSG00000020018,SNRPF,P62307,0.8003844657638929,0.7942296773109531,0.7249625446128856,0.4914672359290927,0.7077245994406348,0.7997927901995363,43.9426395600711,52.942717000507,75.3914839766461,39.6414527145821,48.6210714231234,75.2993837651014,57.5880926374564,56.203834439641064,0.7197602188761659,14.30329006296622,0.11894602834021366,0.012806247581722158
ENSMUSG00000019373,COPS3,O88543,-0.3666973559983356,-0.5807916073473381,-0.9375593117789752,-0.9829731248957004,-0.9640252896062864,-1.1741405107848888,680.537912109943,709.751786528842,879.83955768471,767.058768386653,777.515783329275,591.592282619813,823.726265037352,747.1460508137983,-0.8343645334019207,95.58842580980298,0.2993343013771101,-0.0011167355197730395
ENSMUSG00000019312,GRB7,Q03160,-1.48735514212374,-1.43575680024547,-1.5687072116263898,-1.41925307402945,-1.3076900154765232,-1.546222890025481,2617.45037229104,2199.03343866811,2531.02383764514,2876.84642192935,2689.35238697679,2632.47677831133,2736.25769045585,2611.7772751825155,-1.4608308555878426,211.78376158593403,0.09533329176570282,-0.0005593244376037988
ENSMUSG00000020122,EGFR,Q01279,-1.3004462766075096,-1.4448748148237962,-1.3440108875741572,-1.840876138797164,-1.2607651500854449,-1.0973745859222648,2761.87604844598,1330.05876129744,1902.58473405555,840.317091569084,1253.94690336288,3152.94915274418,2114.9212134813,1908.0934149937734,-1.3813913089683894,839.0070195581027,0.2523180642374612,-0.0007239641927976032
ENSMUSG00000035780,UGT2A3,Q8BWQ1,0.803580720736099,0.985236134628747,1.225025297683371,1.056826670857279,0.7158442893066077,0.8304582875540769,5337.71011187758,5136.11519174622,5395.2059526835,3661.73957296623,4028.60521172329,3429.40309882207,4612.10146056011,4514.411514339858,0.9361619001276967,815.473142458828,0.18852119366924672,0.0002073718572518287
ENSMUSG00000035770,DYNC1LI2,Q6PDL0,-1.4789011551399591,-1.0821870824845503,-1.4014873982265272,-1.5145062201390025,-1.4890815877804144,-1.206350607302716,433.498162094034,819.731988198966,612.052229476495,598.795770223669,656.13532026186,746.394152915065,581.68705525034,635.4706683457755,-1.3620856751788615,124.00424926348053,0.17728788454925948,-0.0021434280809916415
ENSMUSG00000035459,STAB2,Q8R4U0,-1.2176644653535276,-0.9123512902470288,-0.8990981492582183,-0.7675545751062126,-1.2323904447833578,-1.0680554715054955,1095.47204969758,934.544927388989,739.717453299531,1048.82053559924,898.310882116269,852.518806147484,788.867098019585,908.3216788955253,-1.0161857327089734,129.9767974345861,0.18779625832516042,-0.0011187509406850285
ENSMUSG00000035637,GRHPR,Q91Z53,0.3699998561219626,0.1703082055294836,0.2773685637681038,0.3069899283833088,0.3861669401219306,0.3855002119212181,2379.79340031878,2349.09111507546,2245.63375301457,1795.64598448622,1902.30434429735,2237.31122775783,1651.19594578547,2080.139395819383,0.31605561764100126,291.76851746161157,0.08422507117995888,0.00015193963360157626
ENSMUSG00000035561,ALDH1B1,Q9CZS1,1.1534598888029746,1.0973757731152314,1.3202333972442852,1.0139457567921568,1.1307230862961564,1.2727743567303182,3801.78821171436,3366.61618722024,3304.29640128979,855.132275665505,1299.86356966068,1519.81445968322,1462.53027518555,2230.005911488478,1.1647520431635205,1208.6711446707195,0.11349964944918269,0.0005223089486727303
ENSMUSG00000035297,COPS4,O88544,-0.2094375847516346,-0.032515425061346,-0.2289772068933294,-0.2256818301203307,-0.1362233149152992,-0.1034123573197092,784.371280430312,824.299727332743,719.223441605943,578.431448174284,558.595552254179,496.428720073785,558.162398901749,645.6446526818564,-0.15604128651027485,128.18622595043507,0.07929919683690674,-0.00024168292242817462
ENSMUSG00000035325,SEC31A,Q3UPL0,1.0580287743187078,0.9960097596796929,1.098950963794743,1.0059691822659187,1.024036795674073,0.9438436198180452,2857.63536272894,2112.28304871477,2068.35068508607,2210.68213579134,2323.19092206601,1931.02599821664,2639.41110030004,2306.0827504148297,1.02113984925853,331.5253802324106,0.05340436735128458,0.00044280277846700956
ENSMUSG00000034826,NUP54,Q8BTS4,-0.4496388199283899,-0.6316769494419089,-0.4531932012794999,-0.6991628581510135,-0.5493924696393401,-0.5103393726324704,318.748507889751,343.518732304998,335.994951182468,353.139811540112,353.14674326565,250.769845815332,361.146298753007,330.9235558216169,-0.548900611845437,37.98695567798573,0.0999306635585213,-0.0016586930793809065
ENSMUSG00000035473,GALM,Q8K157,-0.73975235119371,-0.5766565117443767,-0.9340082921163704,-0.6522502932040161,-0.7145757278562513,-0.9021872534884994,3040.56176947076,3004.90998606622,2055.76592667131,1620.31108564172,1819.45482385618,1615.96199272599,2430.31654112808,2226.7545893657516,-0.7532384049338706,611.7211997147917,0.13994281085869445,-0.00033826736387165867
ENSMUSG00000035199,ARL6IP5,Q8R5J9,-1.0400298556238652,-0.9819236232131467,-0.8388532013931883,-0.8657906837063946,-1.2839856848898905,-1.011580644032858,790.959683908129,1119.98836519658,772.762994075745,473.432380278271,575.63896735735,573.579941147415,660.747831456144,709.5871662028048,-1.0036939488098904,213.55571668592353,0.15912868064052096,-0.0014144759046037028
ENSMUSG00000035298,KLHL35,Q9CZ49,1.8282136406857552,1.853070352242816,1.480758967523352,1.884995456511065,1.6816040115229445,1.8523509256973627,2.41273879099996,0.35840933950521,1.80576368179303,6.59721215426452,0.417324682409697,2.23417427717971,2.03435543892981,2.2657111950117055,1.7634988923638826,2.0858220809372456,0.15589469561794034,0.7783423131096687
