ensembl_id,uniprot_id
ENSMUSG00000038056.16,"['F8WI37', 'G3UWI5', 'G3UWZ3', 'G3UY45', 'G3UZC8']"
ENSMUSG00000038057.5,O09035
ENSMUSG00000038058.15,Q8BHB0
ENSMUSG00000038059.8,Q99PE5
ENSMUSG00000038060.16,"['E9QNI0', 'E9Q8C0', 'D3Z6E8']"
ENSMUSG00000038064.8,Q9D7U6
ENSMUSG00000038065.14,Q8CGA4
ENSMUSG00000038068.16,Q8BKD6
ENSMUSG00000038069.7,Q8BI72
ENSMUSG00000041012.5,Q9CZR4
ENSMUSG00000041014.18,O35181
ENSMUSG00000041020.15,A2AG50
ENSMUSG00000041025.16,Q8R2V2
ENSMUSG00000041028.17,Q91VC9
ENSMUSG00000041035.10,Q8BPA8
ENSMUSG00000041037.9,Q8VIM9
ENSMUSG00000041040.13,Q3U3E2
ENSMUSG00000041044.10,Q8K099
ENSMUSG00000041046.8,Q9WUP1
ENSMUSG00000041057.11,Q6ZQL4
ENSMUSG00000007050.18,O35900
ENSMUSG00000007080.15,Q9WVF7
ENSMUSG00000007097.15,Q6PIE5
ENSMUSG00000007107.7,Q9WV27
ENSMUSG00000007122.12,O09165
ENSMUSG00000007207.11,O35526
ENSMUSG00000007216.7,Q8BI73
ENSMUSG00000007279.15,Q9JJS0
ENSMUSG00000007338.11,Q9CQ40
ENSMUSG00000007379.16,"['G3UYA7', 'E9Q4E4']"
ENSMUSG00000007411.17,Q03141
ENSMUSG00000007415.16,Q920S3
ENSMUSG00000044548.12,Q8R4A3
ENSMUSG00000044550.12,Q8R0A5
ENSMUSG00000044551.14,Q66JV7
ENSMUSG00000044556.4,A2A8T7
ENSMUSG00000044562.13,Q3U0S6
ENSMUSG00000044566.16,Q5IR70
ENSMUSG00000044573.17,Q9D358
ENSMUSG00000044583.14,P58681
ENSMUSG00000044594.15,G3X9V8
ENSMUSG00000044595.11,Q6VY05
ENSMUSG00000044600.15,Q5RKS2
ENSMUSG00000000567.6,Q04887
ENSMUSG00000000568.16,Q60668
ENSMUSG00000000579.15,P51807
ENSMUSG00000000581.9,O35473
ENSMUSG00000000594.8,Q60648
ENSMUSG00000000600.16,Q6S5J6
ENSMUSG00000000605.10,Q61418
ENSMUSG00000000627.16,Q9Z123
ENSMUSG00000000628.11,O08528
ENSMUSG00000000631.21,Q9JMH9
ENSMUSG00000000673.10,Q78JT3
ENSMUSG00000000682.8,Q64389
ENSMUSG00000073728.11,
ENSMUSG00000073731.13,
ENSMUSG00000073733.5,A2A825
ENSMUSG00000073755.5,Q8BP99
ENSMUSG00000073758.11,Q7TSG5
ENSMUSG00000073771.12,"['S4R1J4', 'A9JD57', 'S4R1I0']"
ENSMUSG00000073775.5,Q9D1R2
ENSMUSG00000073787.5,
ENSMUSG00000073791.14,Q8VDY4
ENSMUSG00000073792.12,Q3TAE8
ENSMUSG00000073795.12,"['Q3V2J1', 'Q3TNW9', 'A0A1B0GR09', 'A0A1B0GT96']"
ENSMUSG00000024943.10,Q8CG46
ENSMUSG00000024944.7,Q9D0J4
ENSMUSG00000024947.18,O88559
ENSMUSG00000024948.16,Q61161
ENSMUSG00000024949.18,Q64213
ENSMUSG00000024953.18,P99029
ENSMUSG00000024955.16,O08580
ENSMUSG00000024958.14,Q80ZU9
ENSMUSG00000024959.15,Q61337
ENSMUSG00000024960.10,P51432
ENSMUSG00000063767.5,Q6S5I3
ENSMUSG00000063785.13,Q640M1
ENSMUSG00000063787.5,Q9CQA6
ENSMUSG00000063800.6,Q4FK66
ENSMUSG00000063801.8,Q8BSZ2
ENSMUSG00000063802.6,Q99P31
ENSMUSG00000063808.15,Q9DBM1
ENSMUSG00000063810.8,Q8K4E0
ENSMUSG00000063816.4,
ENSMUSG00000063820.12,"['F7BE40', 'Q6IMB2']"
ENSMUSG00000063821.7,Q8BK84
ENSMUSG00000037211.13,Q9QXV9
ENSMUSG00000037214.13,Q8CHW1
ENSMUSG00000037216.6,Q8VCM4
ENSMUSG00000037217.16,O88935
ENSMUSG00000037221.14,Q8BGG6
ENSMUSG00000037224.16,Q6ZPK7
ENSMUSG00000037225.14,P15655
ENSMUSG00000037234.18,Q8BUK6
ENSMUSG00000037235.14,"['Q3UZ22', 'Q91VN7']"
ENSMUSG00000037236.17,Q8K310
ENSMUSG00000037239.9,A0A0R4J0K0
ENSMUSG00000031574.9,P51557
ENSMUSG00000031575.19,Q91X20
ENSMUSG00000031576.17,"['D3Z5P2', 'D3Z073', 'G3X9P7']"
ENSMUSG00000031577.11,Q8BGV4
ENSMUSG00000031578.6,Q8BGS0
ENSMUSG00000031583.14,O09053
ENSMUSG00000031584.17,P47791
ENSMUSG00000031585.14,Q9D902
ENSMUSG00000031586.18,Q9WVB0
ENSMUSG00000031590.9,P97376
ENSMUSG00000031591.15,Q9WV54
ENSMUSG00000070319.7,Q9Z1D1
ENSMUSG00000070323.12,"['F6QKX8', 'D3YV89', 'D3Z6I1']"
ENSMUSG00000070327.15,E9Q555
ENSMUSG00000070332.5,Q3V061
ENSMUSG00000070336.4,A2A6H3
ENSMUSG00000070337.5,E9PY61
ENSMUSG00000070343.4,
ENSMUSG00000070345.4,Q5ND04
ENSMUSG00000070348.6,P25322
ENSMUSG00000070354.15,Q8VD58
ENSMUSG00000070368.10,Q14A28
ENSMUSG00000023048.14,Q9CQJ5
ENSMUSG00000023050.10,Q60700
ENSMUSG00000023051.13,P97473
ENSMUSG00000023052.9,Q9WVA8
ENSMUSG00000023055.11,Q8CGU1
ENSMUSG00000023057.6,P55050
ENSMUSG00000023064.5,Q9Z0F7
ENSMUSG00000023066.11,Q8R4Y8
ENSMUSG00000023067.15,P39689
ENSMUSG00000023068.17,Q99LJ8
ENSMUSG00000023070.7,Q64374
ENSMUSG00000047735.15,"['V9GX63', 'E9PX59']"
ENSMUSG00000047746.15,P62932
ENSMUSG00000047747.11,Q5DTZ6
ENSMUSG00000047749.3,Q8BFR1
ENSMUSG00000047757.18,"['B1AW75', 'Q3TEX6']"
ENSMUSG00000047759.7,Q8BKN6
ENSMUSG00000047766.16,"['D3Z2Y1', 'D6RIL3', 'D3YUD9', 'E9QM16', 'D3YWN5', 'E9Q8C9', 'G5E8R5']"
ENSMUSG00000047767.18,Q6KAU8
ENSMUSG00000047777.10,Q8K2W6
ENSMUSG00000047786.13,Q6P566
ENSMUSG00000047787.9,A0A452J8F8
ENSMUSG00000031425.16,P60202
ENSMUSG00000031428.12,Q8VD24
ENSMUSG00000031429.15,Q9Z2X2
ENSMUSG00000031431.14,Q9Z2S7
ENSMUSG00000031432.4,Q9D7G0
ENSMUSG00000031433.16,Q8JZV4
ENSMUSG00000031434.16,Q8BMD7
ENSMUSG00000031438.12,Q9D304
ENSMUSG00000031441.16,P98197
ENSMUSG00000031442.22,"['D3Z3S7', 'A0A571BEU5', 'F6UKC6', 'F7BZ65', 'F6ZFQ8', 'F6WPM5', 'D3YUF3', 'G3UYM8', 'D3YUF4', 'G3UXP9', 'G3UX72', 'F6VR53', 'E9Q863', 'E9PXE1', 'E9QPM7', 'E9PY13', 'E9PY12', 'E9PXE2']"
ENSMUSG00000031443.8,P70375
ENSMUSG00000040254.12,Q8BH34
ENSMUSG00000040258.7,G3X9N5
ENSMUSG00000040260.9,Q80U19
ENSMUSG00000040263.17,"['G3UZC6', 'G3UZF2', 'G3UZ63', 'G3UZG5', 'G3X961']"
ENSMUSG00000040264.11,A4UUI2
ENSMUSG00000040265.17,Q8BZ98
ENSMUSG00000040268.18,Q8BUL6
ENSMUSG00000040269.6,Q9CY16
ENSMUSG00000040270.17,P97303
ENSMUSG00000040272.15,A2AIG8
ENSMUSG00000040274.12,Q64261
ENSMUSG00000025982.14,"['G5E866', 'A0A087WNS2']"
ENSMUSG00000025983.12,Q8CDI7
ENSMUSG00000025986.7,Q6P5F6
ENSMUSG00000025991.9,Q8C196
ENSMUSG00000025993.11,Q9JHI9
ENSMUSG00000025995.17,Q3U821
ENSMUSG00000025997.14,P81183
ENSMUSG00000026000.17,O89112
ENSMUSG00000026003.6,A0A0R4J083
ENSMUSG00000026004.16,Q5DTI6
ENSMUSG00000026005.16,Q8VEE0
ENSMUSG00000039552.15,Q8BYM7
ENSMUSG00000039556.17,Q9JIG4
ENSMUSG00000039563.7,
ENSMUSG00000039568.7,Q6P3B2
ENSMUSG00000039577.18,P59240
ENSMUSG00000039578.18,Q8C0C4
ENSMUSG00000039579.16,A2AIR5
ENSMUSG00000039585.16,Q8C170
ENSMUSG00000039599.17,Q6NSV7
ENSMUSG00000039601.17,Q9JHG2
ENSMUSG00000039607.18,Q8BWL5
ENSMUSG00000048065.9,Q3KNK3
ENSMUSG00000048070.5,Q8BFY0
ENSMUSG00000048076.15,P84078
ENSMUSG00000048078.17,Q3UHK6
ENSMUSG00000048087.7,P50247
ENSMUSG00000048096.8,F8VPR1
ENSMUSG00000048100.14,P61216
ENSMUSG00000048106.9,
ENSMUSG00000048108.14,Q8C3K5
ENSMUSG00000048109.11,Q0VBL3
ENSMUSG00000048118.18,F8VPQ2
ENSMUSG00000065954.12,Q6Y685
ENSMUSG00000065979.13,Q8BFS6
ENSMUSG00000065987.13,Q8CJ91
ENSMUSG00000065990.13,Q9DCJ7
ENSMUSG00000066000.13,"['A2A7A0', 'A2A799']"
ENSMUSG00000066026.15,O88876
ENSMUSG00000066036.15,A2AN08
ENSMUSG00000066037.15,"['S4R1E9', 'V9GWW3', 'A2AW40', 'Q8VHM5', 'A2AW41', 'F7B5B5']"
ENSMUSG00000066042.5,Q9CZ82
ENSMUSG00000066043.14,Q501J7
ENSMUSG00000066057.9,
ENSMUSG00000003873.12,Q07813
ENSMUSG00000003882.6,P16872
ENSMUSG00000003923.15,P40630
ENSMUSG00000003929.12,"['A0A3Q4EGF8', 'A0A3Q4EGJ0', 'B8JJZ7']"
ENSMUSG00000003934.6,O35393
ENSMUSG00000003948.18,Q9CQY7
ENSMUSG00000003949.17,Q8BW74
ENSMUSG00000003955.9,Q9D6U8
ENSMUSG00000003970.10,P62918
ENSMUSG00000003992.16,Q9CYZ8
ENSMUSG00000004018.10,Q9CR14
ENSMUSG00000004031.14,Q6DFY8
ENSMUSG00000041798.16,P52792
ENSMUSG00000041801.6,Q9WV95
ENSMUSG00000041809.6,B2CKC6
ENSMUSG00000041815.15,Q8BG81
ENSMUSG00000041817.15,Q5XG69
ENSMUSG00000041827.16,Q8VI94
ENSMUSG00000041828.16,Q8K442
ENSMUSG00000041831.18,Q99N48
ENSMUSG00000041836.11,P49446
ENSMUSG00000041837.5,"['A0A1L1SVC2', 'A0A1L1SQ83', 'Q3U2X6']"
ENSMUSG00000041840.9,Q8BHX1
ENSMUSG00000037242.9,Q9QYB1
ENSMUSG00000037243.18,Q3U381
ENSMUSG00000037251.6,Q3TUA9
ENSMUSG00000037253.9,Q05A36
ENSMUSG00000037254.19,Q61703
ENSMUSG00000037257.9,Q8R2R3
ENSMUSG00000037259.16,Q8C008
ENSMUSG00000037260.9,Q3UDW8
ENSMUSG00000037262.8,Q8K339
ENSMUSG00000037263.14,J3QMK6
ENSMUSG00000037266.19,Q3UC65
ENSMUSG00000050382.15,"['E9QMU1', 'J3QNW9']"
ENSMUSG00000050390.13,A2A7S8
ENSMUSG00000050394.15,Q8K3A6
ENSMUSG00000050395.10,"['A0A0U5J7F3', 'B2RR33']"
ENSMUSG00000050410.16,"['E0CY69', 'E0CZ64', 'G3XA31']"
ENSMUSG00000050423.12,Q9CW07
ENSMUSG00000050424.10,Q5DTT8
ENSMUSG00000050428.8,Q8BG80
ENSMUSG00000050440.9,Q9EQ21
ENSMUSG00000050445.5,A0A0R4J0N7
ENSMUSG00000050447.16,Q8BPP5
ENSMUSG00000021194.7,P26339
ENSMUSG00000021196.15,Q9WUA3
ENSMUSG00000021198.17,Q0KK59
ENSMUSG00000021200.15,Q8K0L0
ENSMUSG00000021203.16,Q9CQX0
ENSMUSG00000021207.10,Q91WR5
ENSMUSG00000021208.10,Q8VC49
ENSMUSG00000021209.13,Q8C0Y0
ENSMUSG00000021210.17,P70694
ENSMUSG00000021211.5,Q9JLI0
ENSMUSG00000021213.13,Q8VC28
ENSMUSG00000044231.4,Q8BR37
ENSMUSG00000044244.19,E9Q9A6
ENSMUSG00000044250.9,Q8BGX1
ENSMUSG00000044252.19,Q91XL9
ENSMUSG00000044254.7,Q80W65
ENSMUSG00000044258.11,P12399
ENSMUSG00000044276.3,
ENSMUSG00000044279.16,Q8QZT4
ENSMUSG00000044285.10,
ENSMUSG00000044287.7,Q8C4W3
ENSMUSG00000044288.7,P47746
ENSMUSG00000000318.17,P49300
ENSMUSG00000000320.11,P39655
ENSMUSG00000000326.14,O88587
ENSMUSG00000000339.15,Q9D7H3
ENSMUSG00000000340.11,P53395
ENSMUSG00000000346.10,Q9DCP9
ENSMUSG00000000355.14,Q9DB27
ENSMUSG00000000359.4,O35929
ENSMUSG00000000365.10,Q99MV7
ENSMUSG00000000374.9,Q3TLI0
ENSMUSG00000000378.16,Q8K2Y9
ENSMUSG00000030272.16,Q91YS8
ENSMUSG00000030275.7,Q9D4V0
ENSMUSG00000030276.20,A4Q9E5
ENSMUSG00000030278.12,P56198
ENSMUSG00000030279.16,Q7TPS5
ENSMUSG00000030281.17,Q8K4C2
ENSMUSG00000030282.15,"['A0A0R4J0B4', 'A0A0N4SWC3', 'A0A0N4SW65']"
ENSMUSG00000030283.8,Q64687
ENSMUSG00000030284.14,Q91XD7
ENSMUSG00000030286.7,Q99KI3
ENSMUSG00000030287.16,Q9Z329
ENSMUSG00000062510.13,"['D3Z4S2', 'E9Q3W6', 'E9QME3']"
ENSMUSG00000062515.4,P04117
ENSMUSG00000062519.14,"['E9Q569', 'Q8BV16']"
ENSMUSG00000062524.5,"['A0A0U1RP63', 'A0A0R4IZY7']"
ENSMUSG00000062526.5,Q80XL7
ENSMUSG00000062542.12,Q9R0N9
ENSMUSG00000062545.5,Q6QNU9
ENSMUSG00000062554.8,
ENSMUSG00000062563.16,"['G3UZZ7', 'A0A0R4J216']"
ENSMUSG00000062580.10,Q9Z0V8
ENSMUSG00000062582.7,
ENSMUSG00000060131.12,"['F2Z411', 'A2ANX2', 'A2ANX3']"
ENSMUSG00000060143.9,
ENSMUSG00000060147.16,Q60854
ENSMUSG00000060149.9,
ENSMUSG00000060152.15,Q9DB28
ENSMUSG00000060166.7,Q5Y5T5
ENSMUSG00000060176.5,Q7M6Z4
ENSMUSG00000060181.7,Q6PGC7
ENSMUSG00000060183.8,
ENSMUSG00000060198.8,
ENSMUSG00000060206.12,B1AWL2
ENSMUSG00000032000.18,"['A2CGA5', 'F7BQL8', 'A2CGA3', 'E0CZ20', 'E0CZ68']"
ENSMUSG00000032002.11,Q9CXV9
ENSMUSG00000032006.16,Q925I7
ENSMUSG00000032009.9,Q9CYP7
ENSMUSG00000032010.16,O88623
ENSMUSG00000032011.6,P01831
ENSMUSG00000032012.10,Q9JKF6
ENSMUSG00000032013.7,Q8R2Q0
ENSMUSG00000032014.7,Q8QZR4
ENSMUSG00000032017.15,Q8BMF5
ENSMUSG00000032018.15,O88822
ENSMUSG00000046756.11,Q80X85
ENSMUSG00000046761.14,Q148V8
ENSMUSG00000046768.14,Q9ER71
ENSMUSG00000046782.15,"['G3UYY4', 'G3UWJ3', 'Q497K6']"
ENSMUSG00000046785.9,Q8VEH5
ENSMUSG00000046791.9,Q9JJF3
ENSMUSG00000046792.9,Q8BIF9
ENSMUSG00000046794.10,Q8C767
ENSMUSG00000046798.15,Q9ET43
ENSMUSG00000046805.11,E9QN37
ENSMUSG00000046806.14,Q8BHZ5
ENSMUSG00000028133.18,"['E9Q1R6', 'F7AYC4', 'E9PVR5', 'E9PZT2', 'Q3UYX7']"
ENSMUSG00000028134.12,Q91Z31
ENSMUSG00000028136.16,Q3UHD6
ENSMUSG00000028137.10,Q8CIN6
ENSMUSG00000028138.9,P28474
ENSMUSG00000028139.6,Q3KNY5
ENSMUSG00000028140.14,Q99N94
ENSMUSG00000028141.13,Q9R109
ENSMUSG00000028145.10,Q3UUI3
ENSMUSG00000028148.12,Q9CQJ0
ENSMUSG00000028149.13,E9Q912
ENSMUSG00000025409.15,Q3TY92
ENSMUSG00000025410.11,Q99KJ8
ENSMUSG00000025413.14,Q8R3H9
ENSMUSG00000025417.9,Q91XU3
ENSMUSG00000025420.14,Q9D3R6
ENSMUSG00000025421.16,Q3UGR5
ENSMUSG00000025422.11,Q3UHD9
ENSMUSG00000025423.17,Q8C5D8
ENSMUSG00000025425.19,P70126
ENSMUSG00000025427.16,E9QAU8
ENSMUSG00000025428.16,Q03265
ENSMUSG00000057554.14,Q9JL15
ENSMUSG00000057561.12,Q60872
ENSMUSG00000057572.16,Q505B7
ENSMUSG00000057580.5,
ENSMUSG00000057594.13,B1ATY8
ENSMUSG00000057596.14,"['F6SX36', 'Q3TNW3', 'E9PWL0']"
ENSMUSG00000057604.10,Q8VEE1
ENSMUSG00000057605.5,
ENSMUSG00000057606.15,O35348
ENSMUSG00000057609.7,Q9CQH5
ENSMUSG00000057614.7,B2RSH2
ENSMUSG00000011877.14,Q68FF6
ENSMUSG00000011884.14,Q9JL62
ENSMUSG00000011958.18,O54940
ENSMUSG00000011960.13,Q9QWV9
ENSMUSG00000012017.5,P59222
ENSMUSG00000012042.10,"['A0A5F8MPV9', 'A0A0G2JEX5', 'E9Q3L6']"
ENSMUSG00000012076.9,Q3U1T3
ENSMUSG00000012114.18,Q924H2
ENSMUSG00000012117.14,Q99KU1
ENSMUSG00000012123.18,"['A0A1W2P8A2', 'I7HIQ4', 'I7HM00', 'A0A2I3BQG2', 'B7ZCC2']"
ENSMUSG00000012126.17,Q9D572
ENSMUSG00000012187.14,Q91ZV4
ENSMUSG00000036613.9,Q8K0G5
ENSMUSG00000036615.8,Q8VCG9
ENSMUSG00000036617.18,A2AQ25
ENSMUSG00000036620.15,Q812F8
ENSMUSG00000036622.16,Q9CTG6
ENSMUSG00000036632.10,Q9DB25
ENSMUSG00000036634.16,P20917
ENSMUSG00000036636.11,O70496
ENSMUSG00000036639.13,P53368
ENSMUSG00000036641.10,Q6P5U8
ENSMUSG00000036644.16,Q5SVR0
ENSMUSG00000031984.9,Q8CIL4
ENSMUSG00000031985.10,P98192
ENSMUSG00000031986.7,G3X912
ENSMUSG00000031987.7,Q91YE3
ENSMUSG00000031988.11,Q8C0E2
ENSMUSG00000031990.16,Q9D8B7
